run_id,epoch,loss_train,loss_test,acc_train,acc_test,num_layers,num_epochs,batch_size,hidden_size,learntime
2, 39, 2.72014403,4.62363100,0.98286539,0.96507812,1,100,100,700,1.04000000
2, 40, 2.71576476,4.62979317,0.98288304,0.96482873,1,100,100,700,1.04000000
2, 41, 2.70964026,4.62768698,0.98341417,0.96507204,1,100,100,700,1.04000000
2, 42, 2.71160150,4.66292191,0.98310089,0.96488351,1,100,100,700,1.04000000
2, 43, 2.71484303,4.66894960,0.98254800,0.96429354,1,100,100,700,1.04000000
2, 44, 2.72990775,4.65307665,0.98180002,0.96368539,1,100,100,700,1.04000000
2, 45, 2.72531462,4.66014290,0.98151761,0.96481049,1,100,100,700,1.04000000
2, 46, 2.70646048,4.73477983,0.98202008,0.96347255,1,100,100,700,1.04000000
2, 47, 2.70482206,4.73366594,0.98237532,0.96376443,1,100,100,700,1.04000000
2, 48, 2.70513582,4.74048185,0.98231012,0.96256638,1,100,100,700,1.04000000
2, 49, 2.69960761,4.80199814,0.98245853,0.96231699,1,100,100,700,1.04000000
2, 50, 2.68949914,4.80504465,0.98238802,0.96410489,1,100,100,700,1.04000000
2, 51, 2.68953156,4.80726671,0.98310351,0.96405637,1,100,100,700,1.04000000
2, 52, 2.86891222,4.55178261,0.97267789,0.95391798,1,100,100,700,1.04000000
2, 53, 2.91541243,4.61870909,0.97063249,0.95852184,1,100,100,700,1.04000000
2, 54, 2.76433396,4.61450577,0.97703546,0.96190947,1,100,100,700,1.04000000
2, 55, 2.71500874,4.76455545,0.98010665,0.96172702,1,100,100,700,1.04000000
2, 56, 2.68618774,4.80095911,0.98262638,0.96398336,1,100,100,700,1.04000000
2, 57, 2.67219210,4.85567474,0.98388457,0.96446383,1,100,100,700,1.04000000
2, 58, 2.66530061,4.91863728,0.98505884,0.96378887,1,100,100,700,1.04000000
2, 59, 2.66442347,4.93508673,0.98473322,0.96436042,1,100,100,700,1.04000000
2, 60, 2.66077089,5.00684118,0.98490632,0.96411711,1,100,100,700,1.04000000
2, 61, 2.65999556,5.00064230,0.98489982,0.96379483,1,100,100,700,1.04000000
2, 62, 2.65771508,5.04557419,0.98481560,0.96446991,1,100,100,700,1.04000000
2, 63, 2.65579939,5.08581734,0.98556983,0.96470714,1,100,100,700,1.04000000
2, 64, 2.65453124,5.08766317,0.98521036,0.96409887,1,100,100,700,1.04000000
2, 65, 2.65405226,5.09663010,0.98479903,0.96456718,1,100,100,700,1.04000000
2, 66, 2.65371704,5.11669350,0.98507941,0.96439081,1,100,100,700,1.04000000
2, 67, 2.65287542,5.13072968,0.98483938,0.96514505,1,100,100,700,1.04000000
2, 68, 2.65352464,5.15868759,0.98369986,0.96288246,1,100,100,700,1.04000000
2, 69, 2.65183735,5.10435200,0.98412544,0.96305889,1,100,100,700,1.04000000
2, 70, 2.65105271,5.20994043,0.98411727,0.96361238,1,100,100,700,1.04000000
2, 71, 2.65134645,5.21139193,0.98417407,0.96319276,1,100,100,700,1.04000000
2, 72, 2.65150261,5.22545242,0.98355973,0.96226829,1,100,100,700,1.04000000
2, 73, 2.65158296,5.21442795,0.98287886,0.96340561,1,100,100,700,1.04000000
2, 74, 2.65188098,5.22414112,0.98329967,0.96124655,1,100,100,700,1.04000000
2, 75, 2.65166283,5.18093061,0.98264807,0.96276700,1,100,100,700,1.04000000
2, 76, 2.65475035,5.18184376,0.98168308,0.96248126,1,100,100,700,1.04000000
2, 77, 2.65979338,5.20062542,0.98052841,0.96015179,1,100,100,700,1.04000000
2, 78, 2.81212044,4.75794649,0.97154397,0.94272739,1,100,100,700,1.04000000
2, 79, 3.07205510,4.60655546,0.95685035,0.95399082,1,100,100,700,1.04000000
2, 80, 2.79868364,4.77102709,0.97137147,0.95858270,1,100,100,700,1.04000000
2, 81, 2.71734571,4.84165859,0.97639751,0.96188515,1,100,100,700,1.04000000
2, 82, 2.67577577,4.98856783,0.97922897,0.96112484,1,100,100,700,1.04000000
2, 83, 2.66069221,5.07533312,0.98083878,0.96230477,1,100,100,700,1.04000000
2, 84, 2.65523291,5.16015196,0.98178458,0.96215886,1,100,100,700,1.04000000
2, 85, 2.65375686,5.20258951,0.98214257,0.96147162,1,100,100,700,1.04000000
2, 86, 2.64941955,5.26283550,0.98295301,0.96263933,1,100,100,700,1.04000000
2, 87, 2.64943480,5.27220678,0.98273730,0.96376455,1,100,100,700,1.04000000
2, 88, 2.64822435,5.30737495,0.98322135,0.96249938,1,100,100,700,1.04000000
2, 89, 2.64638090,5.34213066,0.98324150,0.96316838,1,100,100,700,1.04000000
2, 90, 2.64587879,5.35034752,0.98345554,0.96315032,1,100,100,700,1.04000000
2, 91, 2.64754772,5.33971214,0.98243690,0.96240205,1,100,100,700,1.04000000
2, 92, 2.64585733,5.34761190,0.98295927,0.96331435,1,100,100,700,1.04000000
2, 93, 2.64462495,5.41461802,0.98364276,0.96363676,1,100,100,700,1.04000000
2, 94, 2.64466524,5.41167498,0.98344588,0.96321100,1,100,100,700,1.04000000
2, 95, 2.64495301,5.45415211,0.98313397,0.96288872,1,100,100,700,1.04000000
2, 96, 2.64468527,5.44329882,0.98275757,0.96233517,1,100,100,700,1.04000000
2, 97, 2.64417052,5.47336578,0.98236048,0.96255416,1,100,100,700,1.04000000
2, 98, 2.64420271,5.45393515,0.98286623,0.96313810,1,100,100,700,1.04000000
2, 99, 2.64383030,5.49407816,0.98237664,0.96256632,1,100,100,700,1.04000000
3, 0, 5.84280872,6.16776752,0.86575657,0.89446789,1,100,100,800,1.26000000
3, 1, 5.43669701,5.76105070,0.90457815,0.90987927,1,100,100,800,1.26000000
3, 2, 5.00546074,5.35213900,0.91547006,0.91853374,1,100,100,800,1.26000000
3, 3, 4.70515156,5.20644045,0.92239958,0.92537582,1,100,100,800,1.26000000
3, 4, 4.54995584,5.07253647,0.92521691,0.92567992,1,100,100,800,1.26000000
3, 5, 4.40131950,4.95303679,0.92884868,0.92757136,1,100,100,800,1.26000000
3, 6, 4.27200222,4.83937645,0.93155640,0.92914051,1,100,100,800,1.26000000
3, 7, 4.12960529,4.73485661,0.93499738,0.93133599,1,100,100,800,1.26000000
3, 8, 4.01082945,4.67736483,0.93795818,0.93344647,1,100,100,800,1.26000000
3, 9, 3.90852857,4.60188007,0.94017118,0.93713206,1,100,100,800,1.26000000
3, 10, 3.82958603,4.53898096,0.94210345,0.93697995,1,100,100,800,1.26000000
3, 11, 3.73373318,4.49299765,0.94444650,0.94048315,1,100,100,800,1.26000000
3, 12, 3.67260671,4.43504477,0.94745404,0.94131631,1,100,100,800,1.26000000
3, 13, 3.58926344,4.39701509,0.95076472,0.94468570,1,100,100,800,1.26000000
3, 14, 3.53002715,4.35513306,0.95328784,0.94405919,1,100,100,800,1.26000000
3, 15, 3.49622488,4.34328079,0.95572227,0.94813412,1,100,100,800,1.26000000
3, 16, 3.39440250,4.30280399,0.96172267,0.95052421,1,100,100,800,1.26000000
3, 17, 3.33722115,4.27089453,0.96455896,0.95456868,1,100,100,800,1.26000000
3, 18, 3.28444839,4.26097441,0.96652323,0.95504910,1,100,100,800,1.26000000
3, 19, 3.22284579,4.25235653,0.96854109,0.96103966,1,100,100,800,1.26000000
3, 20, 3.16705346,4.23961592,0.97079343,0.95754272,1,100,100,800,1.26000000
3, 21, 3.11508918,4.27639246,0.97186017,0.95867991,1,100,100,800,1.26000000
3, 22, 3.09280515,4.26727772,0.97229737,0.96044368,1,100,100,800,1.26000000
3, 23, 3.03010750,4.25438499,0.97409636,0.96256620,1,100,100,800,1.26000000
3, 24, 2.98325968,4.27198219,0.97475421,0.96207976,1,100,100,800,1.26000000
3, 25, 2.94950294,4.31938314,0.97572738,0.96157503,1,100,100,800,1.26000000
3, 26, 2.91933155,4.32100201,0.97589111,0.96192151,1,100,100,800,1.26000000
3, 27, 2.88602901,4.31470299,0.97674865,0.96287656,1,100,100,800,1.26000000
3, 28, 2.85847616,4.29895115,0.97723264,0.96466458,1,100,100,800,1.26000000
3, 29, 2.83274627,4.38108826,0.97777921,0.96271229,1,100,100,800,1.26000000
3, 30, 2.81073928,4.39588261,0.97885251,0.96448213,1,100,100,800,1.26000000
3, 31, 2.79945874,4.40619755,0.97893375,0.96431172,1,100,100,800,1.26000000
3, 32, 2.79497290,4.42016983,0.97903609,0.96325958,1,100,100,800,1.26000000
3, 33, 2.78697133,4.41996861,0.97886527,0.96401983,1,100,100,800,1.26000000
3, 34, 2.75945878,4.45620441,0.98038214,0.96225005,1,100,100,800,1.26000000
3, 35, 2.76206064,4.49179935,0.97965062,0.96274257,1,100,100,800,1.26000000
3, 36, 2.74185634,4.49557209,0.98110503,0.96405029,1,100,100,800,1.26000000
3, 37, 2.72630358,4.52883387,0.98134047,0.96397120,1,100,100,800,1.26000000
3, 38, 2.71583438,4.55267859,0.98155028,0.96440297,1,100,100,800,1.26000000
3, 39, 2.70561481,4.57141399,0.98226708,0.96356374,1,100,100,800,1.26000000
3, 40, 2.70257521,4.64270973,0.98264265,0.96258456,1,100,100,800,1.26000000
3, 41, 2.70586085,4.61598206,0.98119247,0.96459770,1,100,100,800,1.26000000
3, 42, 2.70226240,4.64563227,0.98172009,0.96329612,1,100,100,800,1.26000000
3, 43, 2.69554162,4.65825462,0.98177028,0.96372789,1,100,100,800,1.26000000
3, 44, 2.69184995,4.70299911,0.98143375,0.96304673,1,100,100,800,1.26000000
3, 45, 2.68525386,4.74152994,0.98220944,0.96339953,1,100,100,800,1.26000000
3, 46, 2.68641663,4.73520708,0.98173630,0.96369147,1,100,100,800,1.26000000
3, 47, 2.68308783,4.76425123,0.98169696,0.96294338,1,100,100,800,1.26000000
3, 48, 2.79695010,4.82399225,0.97805190,0.94202173,1,100,100,800,1.26000000
3, 49, 3.16859365,4.40776062,0.95605463,0.95434368,1,100,100,800,1.26000000
3, 50, 2.86572385,4.49130535,0.97229511,0.95881379,1,100,100,800,1.26000000
3, 51, 2.75173354,4.58337307,0.97788286,0.96299207,1,100,100,800,1.26000000
3, 52, 2.70317531,4.60934496,0.98021156,0.96274281,1,100,100,800,1.26000000
3, 53, 2.68244958,4.71338797,0.98222238,0.96545523,1,100,100,800,1.26000000
3, 54, 2.67107439,4.75945091,0.98276657,0.96434224,1,100,100,800,1.26000000
3, 55, 2.66703844,4.79285002,0.98340005,0.96400774,1,100,100,800,1.26000000
3, 56, 2.66254067,4.81795025,0.98338985,0.96443951,1,100,100,800,1.26000000
3, 57, 2.65934300,4.88722563,0.98366600,0.96391642,1,100,100,800,1.26000000
3, 58, 2.65724945,4.90024281,0.98380524,0.96427530,1,100,100,800,1.26000000
3, 59, 2.65473032,4.95083904,0.98387170,0.96443337,1,100,100,800,1.26000000
3, 60, 2.65355062,4.94710302,0.98404741,0.96488345,1,100,100,800,1.26000000
3, 61, 2.65391088,4.97014666,0.98404217,0.96419632,1,100,100,800,1.26000000
3, 62, 2.65311241,4.94503260,0.98387033,0.96416581,1,100,100,800,1.26000000
3, 63, 2.65267777,4.99191809,0.98335457,0.96392250,1,100,100,800,1.26000000
3, 64, 2.65179753,5.00083733,0.98317391,0.96389818,1,100,100,800,1.26000000
3, 65, 2.65573502,4.96879101,0.98144138,0.96393466,1,100,100,800,1.26000000
3, 66, 2.65345955,5.03501129,0.98186219,0.96234739,1,100,100,800,1.26000000
3, 67, 2.65220618,5.04072189,0.98171258,0.96274877,1,100,100,800,1.26000000
3, 68, 2.67141676,4.91337585,0.97914296,0.95937330,1,100,100,800,1.26000000
3, 69, 2.66742921,4.93940639,0.97956604,0.96187919,1,100,100,800,1.26000000
3, 70, 2.66587520,4.90830278,0.97871041,0.95926994,1,100,100,800,1.26000000
3, 71, 2.66908503,4.94231749,0.97835320,0.96198237,1,100,100,800,1.26000000
3, 72, 2.66714549,4.91308975,0.97770345,0.95913619,1,100,100,800,1.26000000
3, 73, 2.74032903,4.83920002,0.97433507,0.95340705,1,100,100,800,1.26000000
3, 74, 2.82573843,4.69579601,0.96926349,0.95095611,1,100,100,800,1.26000000
3, 75, 2.86315417,4.70168066,0.96722549,0.95734811,1,100,100,800,1.26000000
3, 76, 2.72712755,4.78408432,0.97437918,0.95992064,1,100,100,800,1.26000000
3, 77, 2.67514157,4.89089727,0.97780854,0.95957410,1,100,100,800,1.26000000
3, 78, 2.65847969,5.01610661,0.97984368,0.96109444,1,100,100,800,1.26000000
3, 79, 2.65139723,5.06788301,0.98104948,0.96164185,1,100,100,800,1.26000000
3, 80, 2.64982653,5.13371038,0.98088902,0.96145946,1,100,100,800,1.26000000
3, 81, 2.64788079,5.17413616,0.98149949,0.96213448,1,100,100,800,1.26000000
3, 82, 2.64713955,5.18087769,0.98146778,0.96245074,1,100,100,800,1.26000000
3, 83, 2.64616108,5.20221233,0.98213780,0.96265155,1,100,100,800,1.26000000
3, 84, 2.64503264,5.23535538,0.98236394,0.96281570,1,100,100,800,1.26000000
3, 85, 2.64546967,5.24919558,0.98136568,0.96206760,1,100,100,800,1.26000000
3, 86, 2.64596725,5.20068884,0.98136830,0.96249330,1,100,100,800,1.26000000
3, 87, 2.64575124,5.27141094,0.98134106,0.96128905,1,100,100,800,1.26000000
3, 88, 2.64678001,5.28237772,0.98069555,0.96197647,1,100,100,800,1.26000000
3, 89, 2.64517355,5.32175779,0.98139220,0.96159321,1,100,100,800,1.26000000
3, 90, 2.64397812,5.34676790,0.98164922,0.96156895,1,100,100,800,1.26000000
3, 91, 2.64507031,5.32067490,0.97962481,0.96087557,1,100,100,800,1.26000000
3, 92, 2.64527225,5.33610916,0.98035163,0.95911181,1,100,100,800,1.26000000
3, 93, 2.64600754,5.30650234,0.97921675,0.95998764,1,100,100,800,1.26000000
3, 94, 2.64646268,5.28214455,0.97861034,0.96058363,1,100,100,800,1.26000000
3, 95, 2.64432883,5.31929159,0.97985047,0.96095455,1,100,100,800,1.26000000
3, 96, 2.64447284,5.33264351,0.97984213,0.96106416,1,100,100,800,1.26000000
3, 97, 2.65054035,5.26610279,0.97813791,0.95641142,1,100,100,800,1.26000000
3, 98, 2.69789290,5.09250307,0.97209650,0.95510995,1,100,100,800,1.26000000
3, 99, 2.75534415,4.83009529,0.96958148,0.95176494,1,100,100,800,1.26000000
4, 0, 5.83053970,6.08735466,0.85845947,0.89920574,1,100,100,900,1.45000000
4, 1, 5.37227964,5.66494465,0.90516889,0.90897918,1,100,100,900,1.45000000
4, 2, 4.92660952,5.27911520,0.91736370,0.92192739,1,100,100,900,1.45000000
4, 3, 4.58222055,5.06870461,0.92679238,0.92854458,1,100,100,900,1.45000000
4, 4, 4.37202787,4.94709826,0.93037885,0.92889726,1,100,100,900,1.45000000
4, 5, 4.22347689,4.84462214,0.93378848,0.93156111,1,100,100,900,1.45000000
4, 6, 4.12038088,4.76481724,0.93582147,0.93314844,1,100,100,900,1.45000000
4, 7, 3.99559879,4.71161556,0.93829858,0.93362296,1,100,100,900,1.45000000
4, 8, 3.92809606,4.61181974,0.93983132,0.93597651,1,100,100,900,1.45000000
4, 9, 3.82508254,4.56068611,0.94171834,0.93667591,1,100,100,900,1.45000000
4, 10, 3.73635149,4.52566433,0.94390249,0.93821466,1,100,100,900,1.45000000
4, 11, 3.66232896,4.41797876,0.94742036,0.94298273,1,100,100,900,1.45000000
4, 12, 3.59068012,4.39433670,0.95017964,0.94277591,1,100,100,900,1.45000000
4, 13, 3.51752710,4.36344624,0.95429647,0.94881523,1,100,100,900,1.45000000
4, 14, 3.45731091,4.30880976,0.95868260,0.95189261,1,100,100,900,1.45000000
