cycle, phonlength, accuracy, loss
11, 4, 0.9824292063713074, 4.4574689865112305
11, 5, 0.9857264757156372, 4.008516788482666
11, 6, 0.980573296546936, 4.000224590301514
11, 7, 0.9788609743118286, 3.885434150695801
11, 8, 0.9914772510528564, 3.213644504547119
