cycle, word, phonlength, accuracy, loss
11, hood, 4, 0.9772727489471436, 3.682483196258545
11, booth, 4, 0.9696969985961914, 5.214942932128906
11, rang, 4, 0.9848484992980957, 6.973211288452148
11, curse, 4, 0.9545454978942871, 5.061496257781982
11, pup, 4, 0.9848484992980957, 2.28212571144104
11, rise, 4, 0.9848484992980957, 5.625227451324463
11, ring, 4, 0.9848484992980957, 6.150263786315918
11, wide, 4, 0.9924242496490479, 3.4142227172851562
11, car, 4, 0.9621212482452393, 3.9936017990112305
11, urged, 4, 0.9545454978942871, 4.884334087371826
11, peek, 4, 0.9924242496490479, 2.969151735305786
11, guys, 4, 0.9621212482452393, 4.954355239868164
11, mill, 4, 0.9848484992980957, 3.562983989715576
11, size, 4, 0.9924242496490479, 3.3886630535125732
11, act, 4, 0.9545454382896423, 3.2183163166046143
11, whiz, 4, 1.0, 2.808931350708008
11, hath, 4, 0.9848484992980957, 3.2246503829956055
11, babe, 4, 0.9772727489471436, 5.33430290222168
11, tray, 4, 0.9924242496490479, 6.387589454650879
11, and, 4, 0.9924242496490479, 4.0658488273620605
11, blur, 4, 0.9924242496490479, 5.741596221923828
11, love, 4, 0.9772727489471436, 4.770796775817871
11, shirk, 4, 0.9545454978942871, 3.7255444526672363
11, hug, 4, 0.9924242496490479, 2.985288143157959
11, year, 4, 0.946969747543335, 5.040627479553223
11, herbs, 4, 0.886363685131073, 7.014240741729736
11, sawed, 4, 0.946969747543335, 5.915895938873291
11, true, 4, 0.9924242496490479, 5.9001054763793945
11, isles, 4, 0.9848484992980957, 4.671357154846191
11, gone, 4, 0.9696969985961914, 5.241678237915039
11, whoosh, 4, 0.9772727489471436, 4.235683441162109
11, wool, 4, 0.9924242496490479, 3.5580077171325684
11, dead, 4, 0.9848484992980957, 5.186856269836426
11, nag, 4, 0.9848484992980957, 3.952686071395874
11, knave, 4, 0.9621212482452393, 6.337896823883057
11, win, 4, 1.0, 2.8590617179870605
11, shall, 4, 0.9772727489471436, 4.183640480041504
11, log, 4, 0.9696969985961914, 5.138333320617676
11, turn, 4, 0.9924242496490479, 4.406457424163818
11, ware, 4, 0.9924242496490479, 5.227255821228027
11, bait, 4, 0.9924242496490479, 4.860644817352295
11, chop, 4, 0.9848484992980957, 2.260655164718628
11, ark, 4, 0.9772727489471436, 4.019591808319092
11, guess, 4, 0.9848484992980957, 5.746224403381348
11, which, 4, 0.9924242496490479, 2.256878137588501
11, mouth, 4, 0.9772727489471436, 4.291199684143066
11, rig, 4, 0.9924242496490479, 4.4587721824646
11, weighed, 4, 0.9772727489471436, 5.733583450317383
11, lair, 4, 0.9696969985961914, 6.40785551071167
11, tease, 4, 0.9772727489471436, 4.574925422668457
11, brew, 4, 0.9696969985961914, 6.615489482879639
11, dig, 4, 0.9924242496490479, 3.2408454418182373
11, much, 4, 0.9924242496490479, 2.8807411193847656
11, loaf, 4, 0.9848484992980957, 5.491928577423096
11, jane, 4, 0.9772727489471436, 6.056907653808594
11, mows, 4, 0.9545454978942871, 4.981284141540527
11, ruff, 4, 0.9924242496490479, 5.209668159484863
11, pat, 4, 1.0, 2.8673994541168213
11, pawn, 4, 1.0, 4.3088603019714355
11, hitch, 4, 0.9848484992980957, 2.4377200603485107
11, tide, 4, 0.9924242496490479, 3.641817092895508
11, mum, 4, 0.9924242496490479, 3.399717330932617
11, tack, 4, 0.9924242496490479, 3.082472324371338
11, gate, 4, 0.9848484992980957, 4.975386619567871
