cycle, word, phonlength, accuracy, loss
11, hood, 4, 1.0, 3.284027576446533
11, booth, 4, 1.0, 3.912824869155884
11, rang, 4, 0.9924242496490479, 5.496170997619629
11, curse, 4, 0.9924242496490479, 3.5191574096679688
11, pup, 4, 1.0, 2.1298582553863525
11, rise, 4, 0.9924242496490479, 4.9609575271606445
11, ring, 4, 0.9924242496490479, 4.8595170974731445
11, wide, 4, 1.0, 3.2023234367370605
11, car, 4, 0.9924242496490479, 3.801166534423828
11, urged, 4, 0.9924242496490479, 4.42785120010376
11, peek, 4, 1.0, 2.7141191959381104
11, guys, 4, 1.0, 3.749396800994873
11, mill, 4, 1.0, 3.136857032775879
11, size, 4, 1.0, 3.2025442123413086
11, act, 4, 0.9696969985961914, 2.7888681888580322
11, whiz, 4, 1.0, 2.5856776237487793
11, hath, 4, 0.9848484992980957, 2.8002920150756836
11, babe, 4, 1.0, 5.0657806396484375
11, tray, 4, 1.0, 5.7839813232421875
11, and, 4, 1.0, 3.689791679382324
11, blur, 4, 0.9924242496490479, 4.485193252563477
11, love, 4, 1.0, 3.816087245941162
11, shirk, 4, 1.0, 3.4167885780334473
11, hug, 4, 1.0, 2.6116597652435303
11, year, 4, 1.0, 4.381038188934326
11, herbs, 4, 0.9696969985961914, 4.844732284545898
11, sawed, 4, 1.0, 4.129284381866455
11, true, 4, 1.0, 5.0710859298706055
11, isles, 4, 1.0, 3.8277618885040283
11, gone, 4, 0.9848484992980957, 4.700886249542236
11, whoosh, 4, 1.0, 3.533458948135376
11, wool, 4, 1.0, 3.283642292022705
11, dead, 4, 0.9772727489471436, 4.969838619232178
11, nag, 4, 1.0, 3.679499626159668
11, knave, 4, 0.9924242496490479, 5.666985511779785
11, win, 4, 1.0, 2.58708119392395
11, shall, 4, 0.9924242496490479, 3.455772876739502
11, log, 4, 1.0, 4.417304039001465
11, turn, 4, 1.0, 3.8772292137145996
11, ware, 4, 1.0, 5.075058460235596
11, bait, 4, 1.0, 4.5836920738220215
11, chop, 4, 0.9924242496490479, 2.1290295124053955
11, ark, 4, 0.9924242496490479, 3.799149751663208
11, guess, 4, 0.9924242496490479, 3.94224214553833
11, which, 4, 1.0, 2.0955264568328857
11, mouth, 4, 1.0, 3.311789035797119
11, rig, 4, 1.0, 4.247078895568848
11, weighed, 4, 0.9924242496490479, 4.697806358337402
11, lair, 4, 0.9924242496490479, 5.77506685256958
11, tease, 4, 0.9924242496490479, 3.332805633544922
11, brew, 4, 1.0, 5.553586959838867
11, dig, 4, 1.0, 3.0462262630462646
11, much, 4, 1.0, 2.5799179077148438
11, loaf, 4, 0.9924242496490479, 5.2897443771362305
11, jane, 4, 1.0, 5.072582244873047
11, mows, 4, 0.9621212482452393, 5.092966079711914
11, ruff, 4, 0.9924242496490479, 4.358943939208984
11, pat, 4, 1.0, 2.7226898670196533
