cycle, phonlength, accuracy, loss
11, 4, 0.9951808452606201, 3.8765885829925537
11, 5, 0.9895905256271362, 3.762894630432129
11, 6, 0.983517050743103, 4.007748126983643
11, 7, 0.9828808307647705, 3.9220774173736572
11, 8, 0.9905303120613098, 3.0838980674743652
