cycle, phonlength, accuracy, loss
11, 4, 0.9417678713798523, 7.301281452178955
11, 5, 0.9544505476951599, 5.554096698760986
11, 6, 0.9558937549591064, 4.743325233459473
11, 7, 0.9621915221214294, 4.284771919250488
11, 8, 0.9763257503509521, 3.7017579078674316
