cycle, phonlength, accuracy, loss
1, 4, 0.9751988649368286, 4.923221588134766
1, 5, 0.9879767894744873, 3.818385362625122
1, 6, 0.9921835064888, 3.4927961826324463
1, 7, 0.993259847164154, 3.336064100265503
1, 8, 0.9971591234207153, 2.728661060333252
10, 4, 0.9918447732925415, 3.9906771183013916
10, 5, 0.9962512850761414, 3.60009503364563
10, 6, 0.9978920221328735, 3.4106452465057373
10, 7, 0.9971780180931091, 3.2303242683410645
10, 8, 1.0, 2.693230152130127
