F,Df,Df.res,Pr(>F)
237.7913107433179,1,186.25467209385684,4.122759772476447e-35
43.3088461476709,1,171.9999999998669,5.426311012398578e-10
11.63198144256343,1,171.9999999998878,8.0787833266324e-4
1.545998640219054,1,171.99999999984811,0.21541922858124465
