cycle, word, train_test, phonlength, binary_acc, mse, loss
9, ink, train, 4, 1.0, 0.0007108810823410749, 0.006272548343986273
9, cab, train, 4, 1.0, 3.555752118700184e-05, 0.0015787392621859908
9, dice, train, 4, 0.9848484992980957, 0.006672079674899578, 0.021240228787064552
9, dumb, train, 4, 1.0, 4.632781565305777e-05, 0.0011512036435306072
9, hone, train, 4, 0.9924242496490479, 0.008057363331317902, 0.027676377445459366
9, dirt, train, 4, 1.0, 0.0019444008357822895, 0.0088785570114851
9, brew, train, 4, 1.0, 0.001007662620395422, 0.00633035134524107
9, mad, train, 4, 1.0, 2.978536213049665e-05, 0.0014276559231802821
9, tomb, train, 4, 0.9924242496490479, 0.010669996961951256, 0.04944092780351639
9, hedge, train, 4, 0.9924242496490479, 0.0037508897949010134, 0.01531042717397213
9, pry, train, 4, 0.9924242496490479, 0.0032354393042623997, 0.012823176570236683
9, shack, train, 4, 1.0, 0.0018125465139746666, 0.009594335220754147
9, sop, train, 4, 1.0, 0.00012042630260111764, 0.002458483912050724
9, nine, train, 4, 1.0, 1.8720043954090215e-05, 0.0008595858234912157
9, lit, train, 4, 1.0, 5.234016862232238e-05, 0.0012615680461749434
9, dodge, train, 4, 1.0, 0.003497079014778137, 0.01565956510603428
9, pall, train, 4, 0.9924242496490479, 0.006498829461634159, 0.019284687936306
9, core, train, 4, 1.0, 0.0017798305489122868, 0.007050414569675922
9, meal, train, 4, 1.0, 9.734563354868442e-05, 0.0016071401769295335
9, loath, train, 4, 0.9924242496490479, 0.003450189484283328, 0.014043706469237804
9, name, train, 4, 1.0, 0.00022600691590923816, 0.0026920922100543976
9, flea, train, 4, 1.0, 8.288159733638167e-05, 0.00259331613779068
9, sun, train, 4, 1.0, 1.244972190761473e-05, 0.0011249702656641603
9, side, train, 4, 0.9848484992980957, 0.01090486254543066, 0.04129933565855026
9, folk, train, 4, 0.9924242496490479, 0.0052906787022948265, 0.017351917922496796
9, aft, train, 4, 1.0, 0.0005300026969052851, 0.006074851378798485
9, zen, train, 4, 1.0, 0.00018448037735652179, 0.0031280789989978075
9, sag, train, 4, 1.0, 6.024011236149818e-05, 0.002197433030232787
9, reap, train, 4, 1.0, 2.89451600110624e-05, 0.001286058221012354
9, lace, train, 4, 1.0, 0.0005451078759506345, 0.006164759397506714
9, whore, train, 4, 1.0, 0.0017778642941266298, 0.01007816568017006
9, flew, train, 4, 1.0, 0.00021252367878332734, 0.003827805398032069
9, lean, train, 4, 1.0, 0.00011903789709322155, 0.0015894058160483837
9, nut, train, 4, 1.0, 0.0002019215899053961, 0.0031686904840171337
9, flay, train, 4, 1.0, 0.0004325677000451833, 0.005526389926671982
9, seep, train, 4, 1.0, 0.00015916019037831575, 0.002709860447794199
9, taught, train, 4, 0.9848484992980957, 0.013238119892776012, 0.03959474712610245
9, rail, train, 4, 1.0, 7.822631596354768e-05, 0.0019691111519932747
9, jig, train, 4, 1.0, 6.68408174533397e-05, 0.0019462836207821965
9, nape, train, 4, 1.0, 5.983310256851837e-05, 0.001756796962581575
9, sheik, train, 4, 1.0, 0.0016771899536252022, 0.008846370503306389
9, neck, train, 4, 1.0, 0.0007968481513671577, 0.0055671799927949905
9, beak, train, 4, 1.0, 0.00012572850391734391, 0.0019809179939329624
9, hooch, train, 4, 0.9848484992980957, 0.011687906458973885, 0.049532655626535416
9, coupe, train, 4, 1.0, 0.0016322575975209475, 0.009686334058642387
9, jock, train, 4, 1.0, 3.620670395321213e-05, 0.0015494003891944885
9, mill, train, 4, 1.0, 0.00021303399989847094, 0.0029653736855834723
9, cause, train, 4, 0.9848484992980957, 0.009903594851493835, 0.03065064176917076
9, sky, train, 4, 0.9924242496490479, 0.0048116776160895824, 0.017665039747953415
9, nil, train, 4, 1.0, 0.0002625285997055471, 0.003200522158294916
9, noon, train, 4, 1.0, 0.0004418472817633301, 0.004105210304260254
9, bathe, train, 4, 0.9924242496490479, 0.010005481541156769, 0.03468981385231018
9, mice, train, 4, 1.0, 0.0021575745195150375, 0.00928803812712431
9, path, train, 4, 0.9924242496490479, 0.0020199783612042665, 0.006753669120371342
9, sloe, train, 4, 1.0, 0.000942830229178071, 0.005606906022876501
9, sight, train, 4, 0.9848484992980957, 0.016648972406983376, 0.04993993788957596
9, king, train, 4, 0.9924242496490479, 0.006925398018211126, 0.023793725296854973
9, laid, train, 4, 1.0, 0.0002588887291494757, 0.0036506939213722944
9, sole, train, 4, 1.0, 0.0009441825677640736, 0.007829107344150543
9, loin, train, 4, 0.9924242496490479, 0.00628104992210865, 0.01937798596918583
