cycle, word, train_test, phonlength, binary_acc, mse, loss
9, ink, train, 4, 1.0, 6.239756089598814e-07, 0.00010349393414799124
9, cab, train, 4, 1.0, 4.385151987662539e-05, 0.0006156141171231866
9, dice, train, 4, 1.0, 3.271794923875859e-07, 6.896084232721478e-05
9, dumb, train, 4, 1.0, 1.5579441878799116e-06, 0.0001608182064956054
9, hone, train, 4, 1.0, 8.925652764446568e-06, 0.00046561614726670086
9, dirt, train, 4, 1.0, 9.11635638090047e-08, 4.3495281715877354e-05
9, brew, train, 4, 1.0, 2.5964749283957644e-07, 8.395614713663235e-05
9, mad, train, 4, 1.0, 7.268781132552249e-09, 1.5010983588581439e-05
9, tomb, train, 4, 1.0, 1.9863102806993993e-07, 8.30520293675363e-05
9, hedge, train, 4, 1.0, 5.713682548957877e-05, 0.0008525148150511086
9, pry, train, 4, 1.0, 9.579528068570653e-07, 0.0002346347173443064
9, shack, train, 4, 1.0, 3.151204509777017e-06, 0.0002473579370416701
9, sop, train, 4, 1.0, 6.260014284720228e-09, 1.5765246644150466e-05
9, nine, train, 4, 1.0, 7.172579752356967e-10, 4.693245500675403e-06
9, lit, train, 4, 1.0, 1.7824036691038714e-09, 1.0703326552174985e-05
9, dodge, train, 4, 1.0, 2.148975823956789e-07, 7.433995051542297e-05
9, pall, train, 4, 1.0, 4.496754627325572e-06, 0.0003346135781612247
9, core, train, 4, 1.0, 1.3180964742787182e-05, 0.0004572052857838571
9, meal, train, 4, 1.0, 1.0024517882456507e-09, 6.592737918253988e-06
9, loath, train, 4, 1.0, 1.7594142320831452e-07, 7.372870459221303e-05
9, name, train, 4, 1.0, 3.5319655466992117e-07, 6.152110290713608e-05
9, flea, train, 4, 1.0, 0.00010580573871266097, 0.0009931204840540886
9, sun, train, 4, 1.0, 1.3674813281738807e-08, 2.6431676815263927e-05
9, side, train, 4, 1.0, 1.5123930552363163e-08, 1.6916705135372467e-05
9, folk, train, 4, 1.0, 0.0004377520817797631, 0.0027277159970253706
9, aft, train, 4, 1.0, 8.834663276502397e-07, 0.0001891447027446702
9, zen, train, 4, 1.0, 2.3647601210541325e-06, 0.0002915667719207704
9, sag, train, 4, 1.0, 6.92818318270838e-08, 4.48023529315833e-05
9, reap, train, 4, 1.0, 1.5251666809490416e-05, 0.0005253440467640758
9, lace, train, 4, 1.0, 1.8950170321829773e-09, 8.854882253217511e-06
9, whore, train, 4, 1.0, 3.847003426926676e-06, 0.000340430298820138
9, flew, train, 4, 1.0, 7.09976188950634e-10, 8.215987691073678e-06
9, lean, train, 4, 1.0, 7.891789999270316e-11, 1.8827088297257433e-06
9, nut, train, 4, 1.0, 2.620296868371952e-08, 3.0449326004600152e-05
9, flay, train, 4, 1.0, 1.1978645630961182e-08, 2.3372585928882472e-05
9, seep, train, 4, 1.0, 1.919728873644999e-07, 7.02362012816593e-05
9, taught, train, 4, 1.0, 1.6562310634071764e-07, 5.8828049077419564e-05
9, rail, train, 4, 1.0, 8.461534251047453e-10, 6.735151600878453e-06
9, jig, train, 4, 1.0, 1.1552109269175048e-09, 7.232957614178304e-06
9, nape, train, 4, 1.0, 1.0891018087377802e-09, 7.69108191889245e-06
9, sheik, train, 4, 1.0, 3.5449875923632135e-08, 2.1408821339718997e-05
9, neck, train, 4, 1.0, 4.985184709482837e-09, 8.19779779703822e-06
9, beak, train, 4, 1.0, 6.435266097781778e-09, 9.870442227111198e-06
9, hooch, train, 4, 1.0, 8.047521049547868e-08, 5.989817873341963e-05
9, coupe, train, 4, 1.0, 2.238939714516164e-06, 0.00019007307128049433
9, jock, train, 4, 1.0, 2.825360638780694e-07, 9.134327410720289e-05
9, mill, train, 4, 1.0, 1.670239555551234e-07, 6.645919347647578e-05
9, cause, train, 4, 1.0, 0.00012300981325097382, 0.0010907682590186596
9, sky, train, 4, 1.0, 5.26367273323558e-07, 0.0001656240492593497
9, nil, train, 4, 1.0, 4.521593321982209e-09, 1.2673805031226948e-05
9, noon, train, 4, 1.0, 4.972017464410783e-09, 1.4816687325946987e-05
9, bathe, train, 4, 1.0, 4.429879254530533e-07, 0.00012530942331068218
9, mice, train, 4, 1.0, 1.725612985836733e-09, 8.247140613093507e-06
9, path, train, 4, 0.9924242496490479, 0.006641834042966366, 0.021362539380788803
