cycle, word, train_test, phonlength, binary_acc, mse, loss
9, ink, train, 4, 0.9621212482452393, 0.030122308060526848, 0.09832615405321121
9, cab, train, 4, 0.9696969985961914, 0.026212453842163086, 0.08495361357927322
9, dice, train, 4, 0.9545454978942871, 0.03909631073474884, 0.15207213163375854
9, dumb, train, 4, 0.9621212482452393, 0.033574413508176804, 0.1645277589559555
9, hone, train, 4, 0.9696969985961914, 0.030919209122657776, 0.16584652662277222
9, dirt, train, 4, 0.9621212482452393, 0.03447751700878143, 0.14821769297122955
9, brew, train, 4, 0.9242424368858337, 0.05328128859400749, 0.21622934937477112
9, mad, train, 4, 0.9621212482452393, 0.03431390970945358, 0.14714959263801575
9, tomb, train, 4, 0.9393939971923828, 0.04691596329212189, 0.20845328271389008
9, hedge, train, 4, 0.9545454382896423, 0.044101886451244354, 0.1686115562915802
9, pry, train, 4, 0.9772727489471436, 0.025223787873983383, 0.1064397543668747
9, shack, train, 4, 0.9772727489471436, 0.02452937327325344, 0.08729927241802216
9, sop, train, 4, 0.9696969985961914, 0.020167171955108643, 0.06607028096914291
9, nine, train, 4, 0.9696969985961914, 0.02781246043741703, 0.12499858438968658
9, lit, train, 4, 0.9696969985961914, 0.02781081385910511, 0.11960118263959885
9, dodge, train, 4, 0.946969747543335, 0.03859032690525055, 0.1311601847410202
9, pall, train, 4, 0.9545454978942871, 0.03800280764698982, 0.19253961741924286
9, core, train, 4, 0.9696969985961914, 0.0236295647919178, 0.10700242966413498
9, meal, train, 4, 0.9621212482452393, 0.030766934156417847, 0.14206120371818542
9, loath, train, 4, 0.946969747543335, 0.036301709711551666, 0.10818739980459213
9, name, train, 4, 0.946969747543335, 0.04959147423505783, 0.19878719747066498
9, flea, train, 4, 0.9469696879386902, 0.03763854131102562, 0.1559496521949768
9, sun, train, 4, 0.9696969985961914, 0.027291063219308853, 0.10107739269733429
9, side, train, 4, 0.9090908765792847, 0.06767768412828445, 0.2591778337955475
9, folk, train, 4, 0.9242424368858337, 0.0672847181558609, 0.2972910404205322
9, aft, train, 4, 0.9696969985961914, 0.021344255656003952, 0.07180183380842209
9, zen, train, 4, 0.9696969985961914, 0.029557757079601288, 0.12687808275222778
9, sag, train, 4, 0.9621212482452393, 0.025908999145030975, 0.07902627438306808
9, reap, train, 4, 0.946969747543335, 0.03859711438417435, 0.13551226258277893
9, lace, train, 4, 0.9696969985961914, 0.02439708262681961, 0.07455074787139893
9, whore, train, 4, 0.9393939971923828, 0.045121997594833374, 0.1783725917339325
9, flew, train, 4, 0.9242424368858337, 0.0571255199611187, 0.2322651892900467
9, lean, train, 4, 0.9393939971923828, 0.04855986684560776, 0.16294673085212708
9, nut, train, 4, 0.9696969985961914, 0.027887236326932907, 0.1265084445476532
9, flay, train, 4, 0.9545454978942871, 0.03265944868326187, 0.1304045021533966
9, seep, train, 4, 0.946969747543335, 0.03646620735526085, 0.14222243428230286
9, taught, train, 4, 0.9242424368858337, 0.05937420576810837, 0.25431105494499207
9, rail, train, 4, 0.9696969985961914, 0.01927254907786846, 0.05469401553273201
9, jig, train, 4, 0.9621212482452393, 0.03083716332912445, 0.11483405530452728
9, nape, train, 4, 0.9318182468414307, 0.04454309865832329, 0.14696750044822693
9, sheik, train, 4, 0.9696969985961914, 0.02837943844497204, 0.11708810925483704
9, neck, train, 4, 0.9696969985961914, 0.02615201659500599, 0.11236178129911423
9, beak, train, 4, 0.9621212482452393, 0.03554678335785866, 0.20086820423603058
9, hooch, train, 4, 0.9696969985961914, 0.024169709533452988, 0.07871836423873901
9, coupe, train, 4, 0.9242424368858337, 0.06291723251342773, 0.25711676478385925
9, jock, train, 4, 0.9621212482452393, 0.022554373368620872, 0.08362938463687897
9, mill, train, 4, 0.946969747543335, 0.04541243240237236, 0.24657650291919708
9, cause, train, 4, 0.9318181872367859, 0.04420794919133186, 0.17564481496810913
9, sky, train, 4, 0.9696969985961914, 0.02452857233583927, 0.0894390270113945
9, nil, train, 4, 0.9545454978942871, 0.03153203800320625, 0.10124728083610535
9, noon, train, 4, 0.9545454978942871, 0.040233075618743896, 0.1688995063304901
9, bathe, train, 4, 0.9772727489471436, 0.02118469774723053, 0.0812457725405693
9, mice, train, 4, 0.9393939971923828, 0.04761356860399246, 0.21457798779010773
9, path, train, 4, 0.9696969985961914, 0.02648893930017948, 0.09687818586826324
9, sloe, train, 4, 0.9469696879386902, 0.03441639617085457, 0.1423310935497284
9, sight, train, 4, 0.9242424368858337, 0.057277701795101166, 0.21529600024223328
9, king, train, 4, 0.9696969985961914, 0.031145259737968445, 0.18142808973789215
9, laid, train, 4, 0.9621212482452393, 0.029525654390454292, 0.10753852874040604
9, sole, train, 4, 0.946969747543335, 0.03874971717596054, 0.1413753479719162
9, loin, train, 4, 0.9621212482452393, 0.038700055330991745, 0.14405032992362976
9, berth, train, 4, 0.9772727489471436, 0.022617431357502937, 0.07693199068307877
9, choke, train, 4, 0.9166666865348816, 0.06481443345546722, 0.24326740205287933
9, stay, train, 4, 0.9469696879386902, 0.03451616317033768, 0.10908203572034836
9, nail, train, 4, 0.9621212482452393, 0.025267135351896286, 0.09104285389184952
9, judge, train, 4, 0.9393939971923828, 0.03390362858772278, 0.09323780238628387
9, sear, train, 4, 0.9696969985961914, 0.02509588561952114, 0.08165483176708221
9, town, train, 4, 0.9242424368858337, 0.054092369973659515, 0.21715331077575684
9, gouge, train, 4, 0.9015151262283325, 0.07015806436538696, 0.22197578847408295
9, yore, train, 4, 0.9696969985961914, 0.029320282861590385, 0.14263299107551575
9, gas, train, 4, 0.9621212482452393, 0.027958126738667488, 0.11173360794782639
9, sit, train, 4, 0.9772727489471436, 0.024450140073895454, 0.11910546571016312
9, tack, train, 4, 0.9772727489471436, 0.023504143580794334, 0.10332947224378586
9, nor, train, 4, 0.9545454978942871, 0.03477533534169197, 0.14127680659294128
9, leaf, train, 4, 0.9393939971923828, 0.04128120094537735, 0.12572947144508362
9, tore, train, 4, 0.9848484992980957, 0.015157544054090977, 0.05947919189929962
9, fought, train, 4, 0.9545454978942871, 0.0406915619969368, 0.20160914957523346
9, den, train, 4, 0.9696969985961914, 0.03073180466890335, 0.14757274091243744
9, like, train, 4, 0.9696969985961914, 0.03141741082072258, 0.11116231232881546
9, reach, train, 4, 0.9696969985961914, 0.02787712775170803, 0.08775903284549713
9, crew, train, 4, 0.939393937587738, 0.04907800629734993, 0.1816863715648651
9, moss, train, 4, 0.946969747543335, 0.041949886828660965, 0.18304544687271118
9, young, train, 4, 0.9166666269302368, 0.05964471027255058, 0.2651139497756958
9, chip, train, 4, 0.9696969985961914, 0.02962740883231163, 0.1204783245921135
9, curl, train, 4, 0.9621212482452393, 0.03730538859963417, 0.13859067857265472
9, bug, train, 4, 0.9621212482452393, 0.028759639710187912, 0.08925993740558624
9, mass, train, 4, 0.9621212482452393, 0.025868088006973267, 0.09685046225786209
9, cool, train, 4, 0.9545454978942871, 0.04081728309392929, 0.1664123833179474
9, there, train, 4, 0.9393939971923828, 0.044309988617897034, 0.14362600445747375
9, elm, train, 4, 0.9545454978942871, 0.040220506489276886, 0.1833612024784088
9, cuff, train, 4, 0.9621212482452393, 0.02673330344259739, 0.08512316644191742
9, sell, train, 4, 0.9545454978942871, 0.0346233993768692, 0.15709730982780457
9, beef, train, 4, 0.9318181872367859, 0.05086011439561844, 0.18572814762592316
9, yak, train, 4, 0.9772727489471436, 0.026084372773766518, 0.1182982474565506
9, jug, train, 4, 0.9621212482452393, 0.03007427230477333, 0.10127045959234238
9, sin, train, 4, 0.9621212482452393, 0.029640907421708107, 0.10991513729095459
9, beet, train, 4, 0.9696969985961914, 0.03571087121963501, 0.19282539188861847
9, sieve, train, 4, 0.9166666269302368, 0.07293253391981125, 0.27206939458847046
9, role, train, 4, 0.9696969985961914, 0.02551773004233837, 0.09704716503620148
9, knife, train, 4, 0.8863636255264282, 0.0866064503788948, 0.38091278076171875
9, hatch, train, 4, 0.9696969985961914, 0.021583568304777145, 0.07694652676582336
9, patch, train, 4, 0.9848484992980957, 0.015124081633985043, 0.05111845210194588
9, rage, train, 4, 0.9848484992980957, 0.0173050444573164, 0.06597039848566055
9, thus, train, 4, 0.9621212482452393, 0.036746855825185776, 0.1737716645002365
9, lice, train, 4, 0.9545454978942871, 0.036356642842292786, 0.13541176915168762
9, bean, train, 4, 0.9545454978942871, 0.03784078732132912, 0.15058021247386932
9, that, train, 4, 0.9696969985961914, 0.0317920483648777, 0.16494986414909363
9, wife, train, 4, 0.939393937587738, 0.05052727088332176, 0.20613862574100494
9, mash, train, 4, 0.9696969985961914, 0.02711237221956253, 0.10110887885093689
9, butt, train, 4, 0.9696969985961914, 0.02659573405981064, 0.16719576716423035
9, plough, train, 4, 0.939393937587738, 0.04309925064444542, 0.17913949489593506
9, fad, train, 4, 0.9696969985961914, 0.027309009805321693, 0.13264767825603485
9, sob, train, 4, 0.9696969985961914, 0.025266563519835472, 0.08309584856033325
9, red, train, 4, 0.9621212482452393, 0.029031220823526382, 0.11656366288661957
9, seek, train, 4, 0.9621212482452393, 0.03440173715353012, 0.12898768484592438
9, wail, train, 4, 0.9696969985961914, 0.026370398700237274, 0.11974363029003143
9, dame, train, 4, 0.939393937587738, 0.032743901014328, 0.09603481739759445
9, jar, train, 4, 0.9696969985961914, 0.025562379509210587, 0.09626232087612152
9, gig, train, 4, 0.9696969985961914, 0.026233458891510963, 0.08722994476556778
9, shoal, train, 4, 0.9545454978942871, 0.038072723895311356, 0.16198334097862244
9, bide, train, 4, 0.9621212482452393, 0.035068586468696594, 0.1399223357439041
9, can, train, 4, 0.9696969985961914, 0.024076953530311584, 0.1042158231139183
9, hear, train, 4, 0.9621212482452393, 0.03318076580762863, 0.10976774990558624
9, mime, train, 4, 0.946969747543335, 0.04994313418865204, 0.2792942523956299
9, dose, train, 4, 0.939393937587738, 0.04689459130167961, 0.17806129157543182
9, seam, train, 4, 0.9696969985961914, 0.030335096642374992, 0.12939688563346863
9, log, train, 4, 0.9318182468414307, 0.04442301765084267, 0.13059905171394348
9, gain, train, 4, 0.9772727489471436, 0.017771000042557716, 0.05596310645341873
9, wipe, train, 4, 0.9545454978942871, 0.04125126451253891, 0.20800922811031342
9, louse, train, 4, 0.9242424368858337, 0.053563352674245834, 0.1915099322795868
9, when, train, 4, 0.946969747543335, 0.04005942493677139, 0.17187689244747162
9, nab, train, 4, 0.9621212482452393, 0.03686513379216194, 0.1639968752861023
9, sad, train, 4, 0.9696969985961914, 0.028563117608428, 0.1364806443452835
9, char, train, 4, 0.9545454978942871, 0.026153266429901123, 0.0883958712220192
9, feet, train, 4, 0.9318182468414307, 0.04847639054059982, 0.21680131554603577
9, pawn, train, 4, 0.946969747543335, 0.04477692022919655, 0.20136985182762146
9, tote, train, 4, 0.9545454978942871, 0.04086713865399361, 0.17780770361423492
9, type, train, 4, 0.8939393758773804, 0.0738084688782692, 0.2531847357749939
9, roar, train, 4, 0.9696969985961914, 0.027433792129158974, 0.10205452144145966
9, cone, train, 4, 0.939393937587738, 0.04448183625936508, 0.18281757831573486
9, faith, train, 4, 0.9545454382896423, 0.03653915226459503, 0.11800485104322433
9, pole, train, 4, 0.9772727489471436, 0.027013171464204788, 0.13962507247924805
9, through, train, 4, 0.9696969985961914, 0.03255759924650192, 0.1262499839067459
9, whirl, train, 4, 0.946969747543335, 0.042612023651599884, 0.17089581489562988
9, ripe, train, 4, 0.9696969985961914, 0.025645039975643158, 0.08085305988788605
9, pub, train, 4, 0.9621212482452393, 0.03127945587038994, 0.11721241474151611
9, coke, train, 4, 0.9393939971923828, 0.04509429633617401, 0.1625758409500122
9, did, train, 4, 0.9696969985961914, 0.02431829832494259, 0.10546960681676865
9, rake, train, 4, 0.9924242496490479, 0.009242624044418335, 0.03358159214258194
9, lodge, train, 4, 0.9545454978942871, 0.03562874346971512, 0.1103895902633667
9, phase, train, 4, 0.9545454978942871, 0.02827257290482521, 0.09587368369102478
9, him, train, 4, 0.9696969985961914, 0.027010075747966766, 0.11217529326677322
9, huck, train, 4, 0.9772727489471436, 0.021026890724897385, 0.07147740572690964
9, pan, train, 4, 0.9621212482452393, 0.029929444193840027, 0.12301702797412872
9, thud, train, 4, 0.9772727489471436, 0.023890778422355652, 0.11537497490644455
9, phone, train, 4, 0.9621212482452393, 0.03655138239264488, 0.21665534377098083
9, care, train, 4, 0.9545454978942871, 0.03270835056900978, 0.10759081691503525
9, sap, train, 4, 0.9772727489471436, 0.020855845883488655, 0.06735893338918686
9, neat, train, 4, 0.9545454978942871, 0.03908238559961319, 0.18396566808223724
9, sour, train, 4, 0.9242424368858337, 0.054980434477329254, 0.20445910096168518
9, win, train, 4, 0.9545454978942871, 0.03763217478990555, 0.1436297446489334
9, serf, train, 4, 0.9772727489471436, 0.019539223983883858, 0.06640294194221497
9, luck, train, 4, 0.9772727489471436, 0.021466266363859177, 0.07515827566385269
9, hem, train, 4, 0.9696969985961914, 0.026768691837787628, 0.12227527052164078
9, peat, train, 4, 0.9621212482452393, 0.03571077808737755, 0.19640786945819855
9, wage, train, 4, 0.9696969985961914, 0.02347736619412899, 0.08741293847560883
9, write, train, 4, 0.9772727489471436, 0.021800382062792778, 0.08882466703653336
9, roof, train, 4, 0.9621212482452393, 0.03013566881418228, 0.09546447545289993
9, said, train, 4, 0.9393939971923828, 0.05197620391845703, 0.25586119294166565
9, third, train, 4, 0.9318181872367859, 0.046078141778707504, 0.19578281044960022
9, art, train, 4, 0.9772727489471436, 0.019360970705747604, 0.05926348641514778
9, wine, train, 4, 0.9621212482452393, 0.032246123999357224, 0.1637248694896698
