cycle, word, train_test, phonlength, binary_acc, mse, loss
9, ink, train, 4, 1.0, 1.9005500462299096e-06, 0.00021825384465046227
9, cab, train, 4, 1.0, 6.0301800886009e-08, 6.542883056681603e-05
9, dice, train, 4, 1.0, 3.233825793813594e-07, 0.00011210027878405526
9, dumb, train, 4, 1.0, 7.849743965948619e-09, 2.420973396510817e-05
9, hone, train, 4, 1.0, 7.826231041008214e-08, 7.334197289310396e-05
9, dirt, train, 4, 1.0, 9.650630516944148e-08, 5.03117626067251e-05
9, brew, train, 4, 1.0, 6.797134233238467e-08, 4.29941646871157e-05
9, mad, train, 4, 1.0, 3.9019976583176685e-08, 3.77436081180349e-05
9, tomb, train, 4, 1.0, 5.30184820490831e-07, 0.00011791440920205787
9, hedge, train, 4, 1.0, 3.7355086988100084e-06, 0.00024902948644012213
9, pry, train, 4, 1.0, 2.559963832027279e-06, 0.00042361835949122906
9, shack, train, 4, 1.0, 1.141951656791207e-06, 0.00012760587560478598
9, sop, train, 4, 1.0, 1.102546889342193e-07, 6.688962457701564e-05
9, nine, train, 4, 1.0, 6.510306072016192e-09, 1.4850790648779366e-05
9, lit, train, 4, 1.0, 1.271909355615719e-09, 9.378509275848046e-06
9, dodge, train, 4, 1.0, 3.8539837987627834e-07, 0.0001291199296247214
9, pall, train, 4, 1.0, 0.00011528867617016658, 0.0012112456606701016
9, core, train, 4, 1.0, 1.4275535420438246e-07, 8.123403677018359e-05
9, meal, train, 4, 1.0, 1.6388456813842822e-08, 1.8180024198954925e-05
9, loath, train, 4, 1.0, 2.69040247076191e-05, 0.0005995942046865821
9, name, train, 4, 1.0, 1.9953718037868384e-06, 0.00020486072753556073
9, flea, train, 4, 1.0, 1.890222733891278e-07, 6.57712371321395e-05
9, sun, train, 4, 1.0, 3.087801587753347e-07, 0.00010787054634420201
9, side, train, 4, 1.0, 1.526498394355258e-08, 1.957175845745951e-05
9, folk, train, 4, 1.0, 5.87250087846769e-06, 0.0004037683247588575
9, aft, train, 4, 1.0, 2.172869244532194e-06, 0.00032477773493155837
9, zen, train, 4, 1.0, 8.279345706796448e-07, 0.00022070172417443246
9, sag, train, 4, 1.0, 1.71014818306503e-07, 8.90286682988517e-05
9, reap, train, 4, 1.0, 1.035778609548288e-06, 0.00013232546916697174
9, lace, train, 4, 1.0, 9.183817155644647e-07, 0.00017594773089513183
9, whore, train, 4, 1.0, 6.159995245980099e-05, 0.0012699509970843792
9, flew, train, 4, 1.0, 3.557796279807235e-09, 1.6378766304114833e-05
9, lean, train, 4, 1.0, 2.6463919944319514e-09, 1.0123555512109306e-05
9, nut, train, 4, 1.0, 9.085277952181059e-07, 0.00018193245341535658
9, flay, train, 4, 1.0, 2.7283181935899847e-08, 3.3687891118461266e-05
9, seep, train, 4, 1.0, 6.548502540226764e-08, 4.360479942988604e-05
9, taught, train, 4, 1.0, 3.2645328928992967e-07, 9.390694322064519e-05
9, rail, train, 4, 1.0, 4.063102210238867e-08, 3.784176806220785e-05
9, jig, train, 4, 1.0, 1.2439517149687163e-07, 6.801808922318742e-05
9, nape, train, 4, 1.0, 2.3532349402444197e-08, 3.552057751221582e-05
9, sheik, train, 4, 1.0, 8.929986528016798e-09, 2.1125029888935387e-05
9, neck, train, 4, 1.0, 6.528279783424296e-08, 4.081868246430531e-05
9, beak, train, 4, 1.0, 1.9316226396171032e-09, 7.660048140678555e-06
9, hooch, train, 4, 1.0, 7.027338597254129e-06, 0.0003795563825406134
9, coupe, train, 4, 1.0, 1.13223595690215e-05, 0.0005705524818040431
9, jock, train, 4, 1.0, 3.69685011492038e-08, 4.483960219658911e-05
9, mill, train, 4, 1.0, 1.7337722368893083e-08, 3.085852222284302e-05
9, cause, train, 4, 1.0, 2.0265083549020346e-06, 0.00030897746910341084
9, sky, train, 4, 1.0, 4.288152922526933e-06, 0.000429112755227834
9, nil, train, 4, 1.0, 3.5588342939263384e-07, 0.00010980911611113697
9, noon, train, 4, 1.0, 1.8446992555709585e-07, 7.586349966004491e-05
9, bathe, train, 4, 1.0, 6.110554977567517e-07, 0.00018370704492554069
9, mice, train, 4, 1.0, 1.8974004589722426e-08, 3.166161332046613e-05
9, path, train, 4, 1.0, 7.994132829480805e-06, 0.00033493872615508735
9, sloe, train, 4, 1.0, 2.2150617951410823e-05, 0.0005089715705253184
9, sight, train, 4, 1.0, 7.699953386008929e-08, 6.826762546552345e-05
9, king, train, 4, 1.0, 8.540629181652548e-08, 5.0993381591979414e-05
9, laid, train, 4, 1.0, 5.046725277679798e-07, 0.00011215391714358702
9, sole, train, 4, 1.0, 8.583749888657621e-08, 5.884164056624286e-05
9, loin, train, 4, 1.0, 0.00016578001668676734, 0.001729691051878035
9, berth, train, 4, 1.0, 5.382565291256469e-07, 0.00015727811842225492
9, choke, train, 4, 1.0, 7.526592185058689e-07, 0.00019337136473041028
9, stay, train, 4, 1.0, 4.77263562004282e-08, 5.1869872550014406e-05
9, nail, train, 4, 1.0, 2.3108581714836873e-08, 3.306704093120061e-05
9, judge, train, 4, 0.9621212482452393, 0.024640902876853943, 0.07547551393508911
9, sear, train, 4, 1.0, 3.2515683869860368e-06, 0.00029749455279670656
9, town, train, 4, 1.0, 4.6759187171119265e-06, 0.00039926383760757744
9, gouge, train, 4, 1.0, 0.00013476365711539984, 0.0018039719434455037
9, yore, train, 4, 1.0, 9.131862498179544e-06, 0.00030816870275884867
9, gas, train, 4, 1.0, 1.583663447490835e-06, 0.00022501882631331682
9, sit, train, 4, 1.0, 2.045553593177374e-08, 2.873552148230374e-05
9, tack, train, 4, 1.0, 7.74213848586669e-09, 1.9723107470781542e-05
9, nor, train, 4, 1.0, 6.825991363257344e-07, 0.00015724955301266164
9, leaf, train, 4, 1.0, 1.2305948260404875e-08, 2.2582633391721174e-05
9, tore, train, 4, 1.0, 1.0519111981466267e-07, 7.88537654443644e-05
9, fought, train, 4, 1.0, 2.680333466287266e-07, 8.485520811518654e-05
9, den, train, 4, 1.0, 1.8785351585393073e-06, 0.0002216410357505083
9, like, train, 4, 1.0, 1.688812112377036e-08, 2.5173218091367744e-05
9, reach, train, 4, 1.0, 1.3942352552476223e-06, 0.0001618491514818743
9, crew, train, 4, 1.0, 2.364602522675341e-07, 7.019231270533055e-05
9, moss, train, 4, 1.0, 6.146076884760987e-06, 0.0003588440304156393
9, young, train, 4, 1.0, 6.081832179916091e-05, 0.0008501131669618189
9, chip, train, 4, 1.0, 6.543254858115688e-05, 0.0010684928856790066
9, curl, train, 4, 1.0, 2.3090359846378306e-08, 3.728435331140645e-05
9, bug, train, 4, 1.0, 1.235025024470815e-07, 4.8875681386562064e-05
9, mass, train, 4, 1.0, 6.638364880018344e-08, 3.898401337210089e-05
9, cool, train, 4, 1.0, 1.7414939748050529e-06, 0.00012988883827347308
9, there, train, 4, 1.0, 7.817996083758771e-05, 0.0009656473412178457
9, elm, train, 4, 1.0, 4.025260693651944e-07, 0.00020157263497821987
9, cuff, train, 4, 1.0, 2.0227696850838583e-08, 3.52458082488738e-05
9, sell, train, 4, 1.0, 5.617576626093523e-09, 2.1305433620000258e-05
9, beef, train, 4, 1.0, 9.173634296644195e-09, 2.1231087885098532e-05
9, yak, train, 4, 1.0, 5.435223329186556e-07, 0.00015871036157477647
9, jug, train, 4, 1.0, 1.2248282246218878e-06, 0.00014975987141951919
9, sin, train, 4, 1.0, 1.7840504540345137e-07, 8.28514457680285e-05
9, beet, train, 4, 1.0, 8.986087429718737e-09, 1.885633173515089e-05
9, sieve, train, 4, 1.0, 8.91536217295652e-07, 0.00016176854842342436
9, role, train, 4, 1.0, 4.238876840645389e-07, 0.00012583995703607798
9, knife, train, 4, 1.0, 9.410899224349123e-07, 0.0001413062127539888
9, hatch, train, 4, 1.0, 1.0509641867884056e-07, 9.245952969649807e-05
9, patch, train, 4, 1.0, 1.9421514707573806e-07, 8.194217662094161e-05
9, rage, train, 4, 1.0, 3.1145475531957345e-07, 0.00010819730232469738
9, thus, train, 4, 1.0, 0.00011851167073473334, 0.001051315339282155
9, lice, train, 4, 1.0, 1.489387045694457e-06, 0.0002235971624031663
9, bean, train, 4, 1.0, 6.556797416124027e-08, 3.219897917006165e-05
9, that, train, 4, 1.0, 8.806317737253266e-07, 0.00010331071098335087
9, wife, train, 4, 1.0, 1.6520962375921044e-08, 3.202743027941324e-05
9, mash, train, 4, 1.0, 1.723362608174739e-08, 3.1967596441973e-05
9, butt, train, 4, 1.0, 4.567500582197681e-06, 0.0003159798216074705
9, plough, train, 4, 1.0, 2.5409256068087416e-06, 0.0003885053738486022
9, fad, train, 4, 1.0, 1.129688413925578e-07, 6.74780021654442e-05
9, sob, train, 4, 1.0, 1.3334619097804534e-06, 0.00019184956909157336
