word,freq,freq_scaled
howl,3227,0.46417907537423614
swank,125,0.27740026162171816
melt,2783,0.45567471120319153
verb,2103,0.4395784644319707
faint,2515,0.4498572289989313
glide,1430,0.4174194585687644
trash,9770,0.5278232203350188
roof,5628,0.49613440679052095
slid,4982,0.4891296020212143
sing,10919,0.5342112806716064
pact,55,0.2302326100726791
yen,3688,0.47185083103555137
shave,1844,0.43202756774091794
wish,74282,0.6443692735292498
prone,55,0.2302326100726791
limp,1598,0.42380122656257035
pond,3606,0.47055899388343114
save,62634,0.6345700968290648
weird,16202,0.5568839060485619
length,50775,0.6225105103035824
bless,3929,0.4754876313000868
hare,1948,0.43517977900929794
tongue,14965,0.5523209711243704
tough,17336,0.5607706225342245
hasp,2,0.03982326329463344
sprung,960,0.39452471262004596
thick,11431,0.5368440317636791
pump,55,0.2302326100726791
hint,10533,0.5321434842781797
plead,55,0.2302326100726791
tall,11348,0.536425347402252
germ,647,0.37185457554878354
flown,2273,0.44404459697996634
dose,55,0.2302326100726791
salve,1854,0.4323382922650345
glow,55,0.2302326100726791
dress,12386,0.541453922270503
speck,495,0.3564693680293576
wash,55,0.2302326100726791
tays,260269,0.716406328017935
raid,55,0.2302326100726791
queen,17475,0.561229442162727
foul,4074,0.4775697433316083
past,89392,0.6550073839463549
rant,2864,0.4573230193250601
close,84929,0.6520649042532944
lap,6366,0.503213582356395
jail,9661,0.5271786396592794
strife,893,0.3903681901581756
lath,63,0.2380347921792636
bat,6471,0.5041534719112928
corps,9469,0.5260253398459986
stump,867,0.38867059684662475
snob,455,0.351628373297943
hip,6838,0.5073228360109012
prompt,14841,0.5518429337268718
scout,7493,0.5125782733875827
fuzz,728,0.3786314093079373
seem,260269,0.716406328017935
mesh,1957,0.43544460683810404
glen,6173,0.5014448175572639
sap,3704,0.47209954494979783
rave,55,0.2302326100726791
boil,3839,0.4741562755878017
fought,8256,0.5181495287790311
huck,2,0.03982326329463344
ditch,1737,0.42859317360499777
booth,55,0.2302326100726791
graze,265,0.32057123826669276
tube,14621,0.5509848890375725
noon,4850,0.48758683787849605
lane,14141,0.5490670866328244
slot,11958,0.5394335194657816
cheek,3557,0.46977294549235044
grub,186,0.3002339063548108
gulf,6447,0.5039399915933347
