index,word,freq,freq_scaled
361,cluck,132,0.28053076176637914
362,clue,17915,0.5626581251474275
363,clump,456,0.351754504686621
364,clung,480,0.3547014493254125
365,clutch,2714,0.4542323051233609
366,coach,8819,0.521939592570047
367,coal,4840,0.4874682561553524
368,coarse,1298,0.4118551625164884
369,coast,22190,0.5749532241294456
370,coat,10297,0.5308415690809933
371,coax,2088,0.4391672040898695
372,cock,23325,0.5778192013875668
373,cod,11377,0.5365719817533176
375,coil,3386,0.4669423477141889
376,coin,6377,0.5033127711229511
377,coke,2,0.03982326329463344
378,cold,34856,0.6008979746673365
379,cole,3946,0.47573568197516525
381,comb,1616,0.4244447621275102
382,come,232043,0.7098111452359466
385,cool,49550,0.6211074062325115
386,coop,853,0.3877352976532658
387,cop,11147,0.535398601453056
388,cope,3791,0.47343339958374864
389,cord,4637,0.48500656835999234
391,cork,1396,0.41603694597829555
392,corn,4990,0.4892217846715035
394,corpse,1987,0.4363186524651978
395,cost,99511,0.6611684523746431
396,cot,544,0.3618924254073099
397,couch,4973,0.489025719437371
398,cough,2217,0.44261140098402607
399,could,544758,0.7588424749436796
400,count,34404,0.6001480744264804
401,coupe,1128,0.40379002319603374
402,course,195949,0.7000976951353353
403,court,57769,0.6299246934352366
404,cove,1147,0.40474969708239406
405,cowl,336,0.3342094663794581
406,cox,2,0.03982326329463344
407,crab,982,0.3958264800895198
408,crack,9521,0.5263399848527809
409,craft,6910,0.5079246168053632
410,cram,1275,0.4108279956602941
411,cramp,385,0.3420306442952642
412,crane,1826,0.4314639932816053
413,crank,3336,0.466087633580288
414,crap,21330,0.5726822745898554
415,crash,19108,0.5663620366243638
416,crass,645,0.3716767028851365
417,crate,2140,0.44058049525470483
418,crave,696,0.37604882511153026
419,crawl,3133,0.46248066065943483
420,craze,695,0.3759662185919545
421,creak,218,0.3093544496868358
422,cream,9870,0.528408284703258
423,crease,1735,0.4285269837077376
424,creche,2,0.03982326329463344
425,creed,2425,0.4477635745838626
426,creek,8467,0.5195994108955723
427,creep,1795,0.4304802423435718
428,crepe,138,0.2830846410786182
429,crept,654,0.37247282866517506
430,crest,1291,0.4115444859994848
431,crew,15255,0.5534236733457036
432,crib,1282,0.4111425602093307
433,crime,33498,0.5986148250895509
434,crisp,2039,0.4378028616160504
436,crone,212,0.3077510109820536
437,crook,1173,0.4060374867181275
438,croon,67,0.24157146700032966
439,crop,4788,0.48684765459291196
440,cross,29755,0.5918073231986323
441,crouch,1270,0.4106022475330403
442,crow,4669,0.4854016892775213
443,crowd,12990,0.544189425220112
444,crown,8964,0.5228765373124835
445,crude,3353,0.46637966530964375
446,cruise,7518,0.512769642642084
447,crumb,342,0.33522635707569337
448,crunch,1773,0.42977173440822963
449,crush,3573,0.4700307987138084
450,crust,1477,0.419277400138452
451,crutch,594,0.3669442564284242
452,crux,847,0.3873297466201312
453,cry,13254,0.5453453509405609
454,crypt,3858,0.47443992009399893
455,cub,1318,0.41273366318742055
456,cube,5030,0.48968049229356475
457,cue,2812,0.45627029541420433
458,cuff,837,0.3866474010168558
459,cull,347,0.3360602298338316
460,cult,10849,0.5338417739116404
461,cup,27794,0.5878903611212779
462,curb,2044,0.4379435739677192
463,curd,150,0.2878751500207848
464,cure,8517,0.5199376880413913
466,curse,7689,0.514061790613688
467,curt,2745,0.4548848263556647
468,curve,7960,0.5160518567039962
469,cusp,156,0.290128490769058
470,cut,99106,0.6609341478975969
471,cute,11010,0.5346881138183582
472,cyst,308,0.329210417010625
473,czar,453,0.3513752767456044
474,dad,11825,0.5387909339794763
475,dale,9907,0.5286232573467753
476,dam,3373,0.4667213423468073
477,dame,2949,0.4590033352301257
478,damn,30473,0.5931772203336245
479,damp,1714,0.4278273465818504
481,dang,2,0.03982326329463344
482,dank,596,0.36713737534796087
483,dare,8887,0.5223808905788196
485,darn,4518,0.4835128990649315
486,dash,3426,0.46761708036023186
487,date,136276,0.6792324276112975
488,daunt,14,0.15162129751721853
489,dawn,8285,0.5183509837837658
490,dead,72866,0.6432635064005572
491,deaf,6121,0.5009587975981571
493,dealt,8202,0.5177725129017154
494,dean,14490,0.5504678081534485
495,dear,29556,0.5914217908362918
496,dearth,379,0.3411282253581454
498,debt,14194,0.5492820153956928
499,deck,28757,0.5898472644070133
500,deed,1983,0.4362028784724347
501,deem,1105,0.40260644800950063
502,deep,42697,0.6125553464447341
503,deer,4913,0.4883283268024282
504,deft,201,0.30468984597866894
505,dell,6062,0.5004023265904518
506,den,18871,0.5656449826656892
507,dense,3023,0.46042722224419325
508,dent,2467,0.44875011502458717
509,depth,12606,0.542465441786959
511,dial,12972,0.5441097587070458
512,dice,14896,0.5520554574480855
513,dick,2,0.03982326329463344
514,did,382595,0.7385406765329501
515,dig,8931,0.5226646406534635
516,dike,183,0.2992996935034194
517,dill,493,0.3562367651834334
518,dim,4291,0.4805512282532514
519,dime,2559,0.450853676631605
520,din,3777,0.4732208360372226
521,dine,572,0.36477596798949175
522,dint,2,0.03982326329463344
523,dip,5049,0.48989710206793347
524,dire,4071,0.4775274208070667
525,dirge,115,0.27260975267955156
526,dirt,7644,0.5137245592142282
527,disc,16846,0.5591233337526488
528,dish,7239,0.5105969451672214
529,disk,108082,0.6659153200671802
530,ditch,1737,0.42859317360499777
531,dive,8179,0.5176111777169169
532,dock,2545,0.45053849576962696
533,dodge,6589,0.505191698217017
535,dole,6480,0.5042333229657968
536,doll,5687,0.49673356673134017
537,dome,2235,0.44307598161093925
539,doom,33767,0.599074347639803
540,door,53815,0.6258512846813726
541,dope,1902,0.43380681501129376
542,dorm,1652,0.4257106038349339
543,dose,5094,0.49040689090041256
544,dost,2,0.03982326329463344
545,dot,7963,0.5160735056992158
546,doubt,48654,0.6200589935565807
547,dour,108,0.2690016635242846
548,douse,93,0.2604106430601773
549,dove,2715,0.45425347028273344
550,down,293733,0.7233555619723274
551,drab,344,0.3355613599167915
552,draft,14143,0.5490752117671143
553,drag,11910,0.5392024369040087
554,drain,14862,0.5519241719529657
555,drake,6541,0.504771629997705
556,dram,7097,0.5094587521010593
557,drank,2226,0.44284416088834455
558,drape,199,0.3041153129461899
560,draw,26594,0.5853547069331714
561,drawl,118,0.2740893063177154
562,drawn,11972,0.5395007438397312
563,dread,2494,0.4493754895768153
564,dream,32425,0.596744390628608
565,dreamt,800,0.3840498242209793
566,dress,12386,0.541453922270503
567,drew,9789,0.5279348419934107
569,drill,5864,0.49849444387882585
570,drink,19874,0.5686202342119702
571,drip,1350,0.4141119079774633
573,drone,870,0.3888690523961694
574,droop,120,0.2750549227361456
575,drop,47324,0.6184666047143464
576,dross,2,0.03982326329463344
578,drove,6723,0.5063483897015558
579,drown,1417,0.41689477159365423
581,drum,8302,0.5184687505116758
582,drunk,7267,0.5108187404357949
583,dry,19384,0.5671859611445562
585,duct,1103,0.4025023667772907
586,dud,411,0.3457851794918317
588,dug,2870,0.45744325548572173
589,duke,12037,0.5398118307416713
591,dumb,12451,0.5417546383083609
592,dump,10074,0.5295836542344854
593,dun,1104,0.4025544309625185
594,dune,2293,0.4445479100934533
595,dung,1177,0.4062330709903049
596,dunk,1070,0.4007572319600714
597,dusk,797,0.3838339711512935
598,dust,18647,0.564958934070317
599,dwarf,4770,0.48663125951800473
600,dwell,1489,0.4197422940396033
601,dwelt,172,0.29573809662215805
602,dyke,2,0.03982326329463344
603,east,49100,0.6205832511319653
604,eighth,2414,0.44750237096422474
605,elk,1186,0.4066707162890908
606,elm,4552,0.483943638906558
607,else,176436,0.6940711111981398
608,end,227506,0.7086766767282738
609,face,77708,0.6469597955827803
610,fact,184512,0.696642486909816
611,fad,1100,0.40234589053585196
612,fade,3507,0.4689596133298337
613,fail,18680,0.5650605197161696
614,faint,2515,0.4498572289989313
615,fair,45323,0.6159844739881514
617,fake,7855,0.5152889562665212
618,fall,46061,0.616912450576067
619,false,2,0.03982326329463344
620,fame,6091,0.5006765198056187
621,fan,37454,0.605028156212124
622,fang,919,0.39201705987706803
623,far,176814,0.6941940676082605
624,farce,2076,0.43883606297449734
625,fare,5311,0.49280363687057405
626,farm,10866,0.5339317299987211
627,fast,77005,0.6464376725087426
628,fat,29358,0.5910356109104726
629,fate,8497,0.5198026160984499
630,fault,19970,0.5688970880329559
631,fawn,390,0.3427719813483306
632,faze,102,0.26571775120711544
633,fear,34539,0.6003730759847599
634,feast,1913,0.43413812972716403
635,feat,1609,0.4241953541257447
637,feel,162050,0.6891845603309282
638,feet,40145,0.6090144851788852
639,feint,1262,0.4102391953014546
640,fell,16829,0.5590653264416517
642,fen,2,0.03982326329463344
643,fence,5279,0.492456423276882
644,fern,571,0.3646754380872591
645,fetch,3204,0.46376812199318024
646,fete,2,0.03982326329463344
647,feud,820,0.38546848455777005
648,few,264495,0.7173316997472758
649,fiend,1084,0.4015040758495714
650,fierce,2399,0.4471442595338471
651,fife,545,0.36199794026610843
652,fifth,8865,0.5222384882821357
653,fig,1889,0.4334127819615971
654,fight,40283,0.6092116428244087
655,file,311712,0.7267687477008625
656,fill,26445,0.5850319069797336
657,film,52693,0.6246407755412343
658,filth,1034,0.39879097382720063
659,fin,3679,0.4717104548505524
660,find,378727,0.7379568777272458
661,fine,111803,0.667859994513291
662,fink,821,0.38553850629034636
663,fire,62709,0.6346388515636617
664,firm,34532,0.6003614308725522
665,first,518926,0.7560513955745994
666,fish,30616,0.5934461973640263
667,fist,6038,0.5001744142606264
668,fit,42664,0.6125109246759669
669,five,62708,0.634637935374876
670,fix,35997,0.6027485481166914
671,flag,15313,0.5536416966261277
672,flail,218,0.3093544496868358
673,flair,5011,0.48946306276110046
674,flake,636,0.37086938996039287
675,flame,34639,0.6005391775328969
676,flange,468,0.3532468697473973
677,flank,663,0.3732580731139339
678,flare,4588,0.48439622367166096
679,flask,811,0.38483441874723323
680,flat,26258,0.5846241987558386
681,flaw,3800,0.4735696334560939
682,flax,344,0.3355613599167915
683,flay,61,0.23618131452508015
684,flea,3445,0.46793482346814463
685,fleck,337,0.3343802029819831
686,flee,1508,0.42047076804000943
687,fleet,7734,0.5143970541081544
688,flesh,11268,0.5360188878048165
689,flew,4965,0.4889332214106016
690,flex,2764,0.45528112622609057
691,flick,2254,0.44356233054544913
692,flight,30147,0.59255927901607
693,fling,768,0.3817044853354068
694,flint,1670,0.4263332172974488
695,flip,5996,0.49977337912264147
696,flirt,469,0.3533695012229148
697,float,5606,0.495909382087995
698,flock,1862,0.4325856675641851
700,flog,278,0.3233227280126819
701,flood,9583,0.5267129002236971
702,floor,35637,0.60217107957005
703,flop,1547,0.4219377283581797
704,flour,4627,0.4848825337166806
705,flow,21065,0.5719640202307383
706,flown,2273,0.44404459697996634
707,flu,1524,0.42107713593210694
708,fluff,1424,0.4171778906257686
709,fluke,1184,0.4065737494737232
710,flung,788,0.38318150304081805
711,flush,4225,0.4796606781507158
712,flute,3493,0.46872980172554907
713,flux,5582,0.4956628912223782
714,fly,29395,0.5911079733357549
715,foal,265,0.32057123826669276
716,foam,3661,0.4714286693155404
717,fog,4789,0.4868596526767954
718,foil,5407,0.49383286222056816
719,foist,2,0.03982326329463344
720,fold,4908,0.48826982682337206
721,folk,11994,0.5396062234769932
722,fond,4115,0.47814504812729436
723,font,19612,0.5678577938066445
724,food,59726,0.6318387421452474
725,fool,13692,0.5472132759568211
726,foot,24214,0.5799682375900863
727,for,4958038,0.8857226551397748
729,ford,16673,0.5585302714959789
730,fore,1704,0.42749116759768807
731,forge,3721,0.4723626290501603
732,fork,11255,0.5359525656629159
733,form,118270,0.6710906675059736
734,fort,8422,0.5192932491075215
735,forth,22413,0.5755277185181603
736,fought,8256,0.5181495287790311
737,foul,4074,0.4775697433316083
738,found,199983,0.701268465439691
739,four,85202,0.6522492872821559
740,fourth,15703,0.5550866142526564
741,fowl,419,0.3468927381177962
742,fox,13961,0.5483310785312762
743,frail,431,0.3485150432996902
744,frame,31449,0.5949884861492306
745,frank,34025,0.5995116529347282
746,fraud,7667,0.5138971692275129
747,fray,817,0.38525790585727265
748,freak,4225,0.4796606781507158
749,free,244069,0.7127141372284723
750,freeze,5682,0.4966830320948979
751,freight,2664,0.4531639808411348
752,french,2,0.03982326329463344
753,fresh,15599,0.5547048421147278
754,fret,1922,0.4344077914583096
755,friend,81055,0.6493825653575398
756,frieze,39,0.2104819641797911
757,fright,604,0.36790342435653206
758,frill,2,0.03982326329463344
759,fringe,2337,0.44563991889731785
760,frock,83,0.25387487378819884
761,frog,3128,0.4623888976236885
762,from,1894945,0.8304633632172462
763,front,77891,0.6470949361906907
764,frost,6052,0.5003074729706444
765,froth,409,0.34550492125576604
766,frown,806,0.38447911257792333
767,froze,1331,0.4132975685963191
768,fruit,10730,0.5332081064183861
769,fry,4054,0.47728700248308076
770,fuck,2,0.03982326329463344
771,fuel,16554,0.5581187438020456
772,full,155607,0.6868536227318726
773,fun,75698,0.6454541597377867
774,fund,17737,0.5620844301104196
775,funk,2553,0.45071881078454074
776,fuse,2294,0.4445729603770275
777,fuss,1988,0.43634755954730053
778,fuzz,728,0.3786314093079373
779,gab,364,0.33880814601330383
781,gage,691,0.3756345996368237
782,gain,23907,0.5792351582104575
783,gait,657,0.3727357711125457
784,gal,3235,0.4643213294226896
785,gale,926,0.392453018360531
787,game,197273,0.7004845902076211
788,gang,7823,0.5150544247017803
789,gap,6723,0.5063483897015558
790,garb,489,0.3557687151449691
791,gas,25775,0.5835575483114188
792,gash,262,0.3199171193473903
793,gasp,2666,0.45320709740936266
794,gate,16640,0.5584164454324254
795,gauche,2,0.03982326329463344
796,gauge,4938,0.48861993652636104
797,gaunt,342,0.33522635707569337
798,gauze,306,0.32883613018545466
799,gave,52248,0.6241535177462402
800,gaze,2490,0.44928326993507756
802,geese,642,0.3714088570645046
803,gel,2478,0.4490057195186397
804,gem,3225,0.46414345675904245
805,gene,25572,0.5831032672772143
806,germ,647,0.37185457554878354
807,get,978900,0.7925148763304897
808,ghost,10851,0.5338523642940608
811,gift,11724,0.5382981087340855
812,gig,6864,0.5075408735570979
813,gill,1750,0.4290215591389367
814,gilt,376,0.34067164421769447
815,gin,1094,0.4020316537025265
816,gird,148,0.2871039595898229
817,girl,40342,0.6092957288336771
818,girth,239,0.31463829915004743
820,give,230880,0.7095224675274203
821,glad,25588,0.5831392033687485
822,glance,3359,0.4664823819480895
824,glare,910,0.3914516365925765
825,glass,20770,0.5711537482507073
826,glaze,506,0.35773211829905194
827,gleam,453,0.3513752767456044
828,glean,304,0.3284593890029152
829,glee,635,0.37077898423840683
830,glen,6173,0.5014448175572639
831,glib,345,0.3357281316578908
832,glide,1430,0.4174194585687644
833,glimpse,1686,0.42688104337392685
834,glint,814,0.3850465524939624
835,glitch,2,0.03982326329463344
836,gloat,315,0.33050154605316967
837,globe,5454,0.4943301091786276
838,gloom,3146,0.46271856089363134
839,gloss,897,0.3906249629854366
840,glove,2357,0.4461295070706315
841,glow,2586,0.4514566855726629
842,glue,5285,0.49252168586375633
843,glum,71,0.24490299873544855
844,gnome,578,0.36537548116291896
845,goad,190,0.30145635299292095
846,goal,26032,0.5841275676913849
847,goat,2564,0.45096582350396414
848,gob,419,0.3468927381177962
849,god,129946,0.6764997838982618
850,gold,53069,0.625049284325324
851,golf,10450,0.5316889630656
852,gone,51802,0.623660983067802
853,gong,1012,0.3975553815936854
854,good,628818,0.7670869671650914
855,goon,635,0.37077898423840683
856,goose,1792,0.43038414057965263
857,gore,5184,0.4914130956811576
858,gorge,834,0.38644110699102113
859,gosh,3148,0.4627550736527041
860,got,301023,0.7247640456763086
861,gouge,306,0.32883613018545466
862,gourd,187,0.3005419651329158
863,gout,285,0.32475146867662674
864,gown,1303,0.41207605023366406
865,grab,10232,0.5304777475534111
866,grace,11821,0.5387714963325119
867,grad,6392,0.5034477531518372
868,grade,14836,0.5518235743492356
869,graft,522,0.3595206775006026
870,grail,1599,0.4238371682743883
871,grain,6579,0.5051044369237124
872,gram,1640,0.4252917478524035
873,grand,22148,0.5748443775712171
874,grant,22316,0.5752785319631455
876,graph,4547,0.483880496989589
877,grasp,5767,0.4975361336421654
879,grate,736,0.3792593152788127
880,grave,7529,0.5128536435966559
881,gray,12667,0.5427427835428341
882,graze,265,0.32057123826669276
883,grease,2967,0.4593529478168759
884,great,260269,0.716406328017935
885,greed,4309,0.4807917287998866
886,green,90775,0.6558894413369498
887,greet,923,0.3922665839369004
888,grew,10674,0.5329074742457692
889,grey,12687,0.5428334246036276
891,grief,3905,0.4751356088081276
893,grille,364,0.33880814601330383
894,grim,1848,0.4321520592835977
895,grime,309,0.32939664999206186
896,grin,8805,0.5218483147997648
897,grind,3062,0.4611636859534787
898,grip,7902,0.5156316980013986
899,gripe,1431,0.41745962132780445
900,grist,267,0.32100321642557406
