index,word,freq,freq_scaled
901,grit,1079,0.40123845898965066
902,groan,1016,0.39778202024840115
903,groat,95,0.26163308969828747
904,groin,1299,0.41189940805157255
905,groom,1694,0.42715300991476457
906,groove,2245,0.44333246786043173
907,grope,172,0.29573809662215805
908,gross,8316,0.5185655539456427
909,grouch,243,0.3155918948916962
910,ground,48769,0.620194630477687
911,group,284245,0.7214691186401753
912,grouse,191,0.30175794331521333
913,grove,3902,0.47509145395174607
914,grow,24805,0.5813536703660492
915,growl,618,0.3692199132866953
916,grown,10657,0.5328158987713212
917,growth,36596,0.6036967117947827
918,grub,186,0.3002339063548108
919,grudge,735,0.3791812012974155
921,grunt,1110,0.40286582914743474
923,guess,98365,0.6605029682028419
924,guest,14824,0.5517770852102454
925,guide,53204,0.6251952505721616
926,guild,3652,0.47128725657623877
927,guile,422,0.3473026292105003
928,guilt,5018,0.4895432641444046
929,guise,1141,0.40444837038921494
931,gull,283,0.3243468696491006
932,gulp,681,0.37479708007594037
933,gum,2609,0.45196541458003836
934,gun,47276,0.6184083016316596
935,gush,445,0.35035159132114085
937,gut,3728,0.4724706086151095
939,gyp,20,0.17211328046317292
940,hack,9827,0.5281574368201591
941,had,753479,0.7774778436941506
942,hag,4028,0.4769173468064351
943,hail,3228,0.46419687640442264
945,hale,1884,0.43326050828521356
946,half,71928,0.6425191177761526
947,hall,33445,0.5985238521623447
949,ham,6780,0.5068334419782922
950,hand,124850,0.6742013283388197
951,hang,17805,0.5623042712465767
952,hank,2,0.03982326329463344
953,hard,176372,0.6940502671084013
954,hare,1948,0.43517977900929794
955,hark,653,0.37238491307882765
956,harm,12381,0.5414307249412957
957,harp,1669,0.4262988041041664
958,harsh,4912,0.4883166315709442
959,hart,2,0.03982326329463344
960,has,1175964,0.8030525300261752
961,hash,3630,0.4709401085444248
962,haste,778,0.3824477405196633
963,hat,11750,0.5384253792501458
964,hatch,2611,0.452009439735041
966,hath,2089,0.43919471322348924
967,haul,1936,0.4348247655760798
968,haunt,956,0.3942848257393143
969,have,3003875,0.8569326440018511
970,hawk,3599,0.4704473575481621
971,haze,939,0.3932539822372104
972,head,109091,0.6664491830888644
973,heal,4321,0.48095150500798467
974,health,60952,0.6330061394543927
975,heap,4317,0.4808982956275042
977,heard,133759,0.678161359436175
978,hearse,162,0.2922967792079904
979,heart,45785,0.616567154596192
980,hearth,421,0.3471663235131913
981,heat,28374,0.5890769379144956
982,heave,300,0.3276984133154182
984,hedge,797,0.3838339711512935
985,heed,1059,0.40016353849566494
986,heel,4379,0.4817175540165558
988,held,58946,0.631083486509132
989,hell,62008,0.633992991671529
990,helm,4961,0.48888691649214316
991,help,335485,0.7309913901967378
992,hem,1793,0.43041619236540285
993,hen,1307,0.41225215098293067
994,hence,20119,0.5693241633036931
996,here,477384,0.75125752657857
997,hex,4734,0.48619600876612784
998,hick,433,0.3487810290732333
999,hid,1607,0.424123895379633
1000,hide,14079,0.548814635828554
1001,hike,2400,0.44716820319931855
1002,hill,31348,0.5948036766750607
1003,hilt,712,0.3773546273311351
1004,him,368959,0.7364556295550577
1005,hind,12919,0.5438745415311922
1006,hinge,957,0.39434489142640294
1007,hint,10533,0.5321434842781797
1009,hire,11831,0.5388200781250795
1010,his,842729,0.7839093592022636
1011,hiss,1136,0.40419605191398233
1012,hit,64137,0.6359324847810116
1013,hitch,1587,0.42340437658963026
1014,hive,3724,0.4724089308588185
1015,hoarse,214,0.30829047808616533
1017,hoc,2,0.03982326329463344
1018,hog,2410,0.4474070926265225
1020,hold,71052,0.6418151129646575
1021,hole,25792,0.5835954290510905
1022,home,190436,0.6984580925745084
1023,hone,317,0.33086517273832106
1024,hooch,92,0.2597895253949124
1025,hood,7565,0.5131277002552836
1026,hoof,431,0.3485150432996902
1027,hook,11612,0.537746620411465
1028,hoop,1281,0.41109772772600445
1029,hoot,965,0.39482316952222535
1030,hop,4487,0.48311733113728245
1031,hope,150677,0.6850039218667904
1032,horn,9175,0.5242132254192916
1033,horse,23857,0.5791148733820236
1034,hose,3876,0.4747073503261303
1035,host,35398,0.6017844736191512
1036,hot,51548,0.6233785825492529
1037,hound,2577,0.45125638499395176
1038,house,104155,0.6637889896515586
1039,howl,3227,0.46417907537423614
1040,hub,4476,0.48297631108006206
1041,huck,2,0.03982326329463344
1042,hue,1352,0.4141969602868041
1043,huff,667,0.37360365505493615
1044,hug,3803,0.4736149730542385
1045,huge,38163,0.6061055659558532
1046,hulk,4508,0.4833855938400826
1047,hull,5092,0.490384329413978
1048,hum,2852,0.45708178947675043
1049,hump,769,0.38177924503947164
1050,hunch,733,0.3790246539949255
1051,hung,8537,0.5200724431740431
1052,hunk,938,0.3931927645175482
1053,hunt,15348,0.5537728632371168
1054,hurl,518,0.3590787305177745
1055,hurt,28020,0.5883556353998755
1056,hush,519,0.3591895363852305
1057,hut,1870,0.4328319823014553
1058,hymn,2290,0.4444726936422119
1059,inch,16321,0.557304341839994
1060,ink,5598,0.49582733591272743
1061,jab,1144,0.4045992312841252
1062,jack,2,0.03982326329463344
1063,jade,7030,0.5089137859934769
1064,jail,9661,0.5271786396592794
1065,jam,10906,0.5341428374361971
1066,jar,2939,0.4588081827854675
1067,jazz,13761,0.5475020788735
1068,jean,2,0.03982326329463344
1069,jeep,2641,0.45266580054242994
1070,jeer,71,0.24490299873544855
1071,jell,2,0.03982326329463344
1072,jerk,4774,0.4866794177978296
1073,jest,2160,0.44111494398745754
1074,jet,12300,0.5410536174100153
1076,jinx,493,0.3562367651834334
1077,job,152137,0.6855579370292754
1078,jock,949,0.39386259835731907
1080,join,43731,0.6139301105263496
1081,joint,14744,0.5514661925443323
1082,joke,20264,0.5697367475767371
1083,jolt,819,0.3853983773807155
1084,jot,543,0.3617867164088274
1085,joust,923,0.3922665839369004
1086,jowl,14,0.15162129751721853
1087,judge,28179,0.5886807309874931
1088,jug,839,0.38678451999475144
1089,juice,7655,0.5138071765327513
1090,juke,191,0.30175794331521333
1091,jump,26857,0.5859200926051515
1092,june,2,0.03982326329463344
1093,junk,12377,0.5414121603318872
1094,just,1020541,0.7949082843304219
1095,jut,2,0.03982326329463344
1096,jute,2,0.03982326329463344
1097,kale,797,0.3838339711512935
1098,keel,641,0.3713192969146973
1099,keen,3443,0.4679014594576442
1100,keep,183908,0.6964541065989328
1101,keg,1154,0.40509925902236116
1102,kelp,1915,0.4341981640319653
1103,ken,2,0.03982326329463344
1104,kept,38550,0.6066852442813137
1105,kick,19879,0.5686346866620419
1106,kid,20835,0.571333266896482
1107,kill,70817,0.641624776441549
1108,kilt,430,0.34838158720143064
1109,kin,1681,0.4267104081891943
1110,kind,131851,0.6773359245904645
1112,kiss,12850,0.5435668653029745
1113,kit,24868,0.5814994046636431
1114,kite,2348,0.44590970853678635
1115,klan,2,0.03982326329463344
1116,knack,632,0.3705069103701985
1117,knead,465,0.3528773969340833
1118,kneel,735,0.3791812012974155
1119,knelt,1177,0.4062330709903049
1120,knife,7122,0.5096607806673041
1121,knight,18288,0.563842041499713
1122,knit,1114,0.4030724942064894
1123,knob,2051,0.43813999407174437
1124,knock,6914,0.5079578649685985
1125,knoll,532,0.3606108966362334
1126,knot,2003,0.4367794294670869
1127,known,84925,0.6520621982670015
1128,lab,24769,0.5812702273497751
1129,lace,3287,0.4652374932312726
1130,lack,41018,0.610250473256267
1131,lad,2331,0.4454922251798196
1133,laid,9981,0.5290508044737784
1134,lain,1382,0.41545786293145714
1135,lake,21616,0.5734475030494381
1136,lamb,3446,0.46795149821052473
1137,lame,7595,0.5133550864009143
1138,lamp,6659,0.5057988442224833
1139,lance,7265,0.5108029262808733
1141,lane,14141,0.5490670866328244
1142,lap,6366,0.503213582356395
1143,lapse,1457,0.4184941184156322
1144,lard,604,0.36790342435653206
1145,large,134356,0.6784172152658932
1146,lark,661,0.37308449949409545
1147,lash,651,0.3722086772827624
1148,lass,727,0.3785524363409086
1149,last,291286,0.7228749352529791
1150,latch,1281,0.41109772772600445
1151,late,55032,0.6271360789556929
1153,lathe,593,0.3668474529944573
1154,laugh,13451,0.5461930133059372
1155,launch,13021,0.5443263702358163
1156,lawn,2665,0.453185543169955
1157,lax,1251,0.409736222674727
1158,lead,48781,0.620208765462763
1159,leaf,7053,0.5091014471647614
1161,lean,4549,0.4839057620843089
1162,leap,6092,0.5006859514439009
1163,leapt,717,0.37775667812838665
1164,lear,2,0.03982326329463344
1165,learn,71509,0.6421834609801572
1166,lease,3327,0.4659324254954392
1167,leash,2004,0.4368081056965154
1168,least,201526,0.7017100502837139
1169,leave,76508,0.6460656629261835
1170,ledge,1579,0.4231140268903471
1171,left,132019,0.677409082401619
1172,leg,17840,0.5624170977020457
1173,lend,2985,0.4597004457984352
1174,length,50775,0.6225105103035824
1175,lens,9345,0.5252680045220652
1176,lent,1323,0.412951205380188
1177,less,158430,0.6878865818575312
1178,lest,2930,0.45863197701769876
1180,lewd,1747,0.4289229840656257
1181,lice,398,0.34393857624082336
1182,lick,4420,0.48225297459876754
1183,lid,2900,0.45804069058636965
1184,lien,762,0.3812538726374735
1185,life,219563,0.706634952471822
1186,lift,9808,0.5280462472092001
1187,light,96807,0.6595856911147103
1188,like,1060833,0.7971329478785266
1189,lilt,70,0.2440880513911246
1190,limb,2129,0.44028441539159097
1191,lime,2088,0.4391672040898695
1192,limp,1598,0.42380122656257035
1193,line,239806,0.7117017777232479
1194,link,39056,0.6074344528772249
1195,lint,1006,0.39721373841965874
1196,lip,3325,0.46589787779477865
1197,lisle,264,0.32035402506101257
1198,list,317098,0.7277529829400483
1199,lit,5378,0.4935238894018192
1200,lithe,203,0.30525869047187576
1201,live,128444,0.6758318392074478
1202,load,40670,0.6097609594019086
1203,loaf,1225,0.4085295761929823
1204,loan,9527,0.5263761794095012
1205,loath,227,0.3116787010976012
1206,lob,471,0.35361398169594666
1207,lobe,466,0.3530008187312091
1208,lock,18223,0.5636374764351737
1209,lode,601,0.3676173516104585
1210,lodge,3578,0.47011114109086033
1211,loft,751,0.3804184566368192
1212,log,21914,0.5742341425697889
1213,loin,557,0.36324923091185596
1214,lone,6450,0.5039667200536759
1215,long,273919,0.7193431285736761
1216,look,253526,0.7148982298874454
1217,loom,645,0.3716767028851365
1220,loose,25761,0.5835263336435236
1221,loot,1001,0.39692747562281
1222,lop,283,0.3243468696491006
1223,lope,82,0.2531784673892306
1224,lord,38011,0.6058762792987344
1226,lose,38349,0.6063849011294685
1227,loss,30004,0.5922861075184465
1228,lost,78092,0.6472430039174265
1229,lot,232890,0.7100204768865637
1230,loud,11933,0.5393132799499861
1232,loupe,2,0.03982326329463344
1233,louse,102,0.26571775120711544
1234,love,165832,0.6905100141186277
1235,luck,60631,0.6327027681030524
1236,lug,763,0.38132922061478747
1237,lull,479,0.35458163108705865
1238,lump,2581,0.4513454936965255
1239,lunch,11096,0.535135138864149
1240,lung,13502,0.546410436045132
1241,lurch,297,0.3271209931337908
1242,lure,5053,0.48994260024846786
1243,lurk,1852,0.4322762816551644
1244,lush,1020,0.39800776837565494
1245,lust,5574,0.49558049203368654
1246,lute,351,0.3367187221364696
1247,lymph,412,0.3459247976029895
1248,lynch,3848,0.4742908080859081
1249,mad,17813,0.5623300796919395
1250,made,271086,0.718745830135232
1251,maid,1716,0.427894346967831
1252,mail,260348,0.7164237641491705
1253,main,74096,0.6442252328904982
1254,make,520911,0.7562707453286414
1255,male,58589,0.63073447180865
1256,mall,7769,0.5146564687082595
1257,malt,1884,0.43326050828521356
1258,man,188878,0.6979861247383432
1259,mane,514,0.3586333575551624
1260,map,25880,0.5837911193065899
1261,mar,40593,0.6096520815901629
1262,march,74697,0.6446893586932748
1263,mare,1432,0.4174997560304266
1264,mark,103561,0.6634603960837923
1265,marsh,5133,0.49084507825071183
1266,mart,1403,0.4163243133307256
1267,mash,1629,0.4249050953871667
1268,mask,12363,0.5413471369181122
1269,mass,33837,0.5991933257816283
1270,mast,1616,0.4244447621275102
1271,mat,3516,0.46910686541676544
1272,match,35071,0.6012512687078219
1273,mate,5181,0.4913798378947197
1274,math,18406,0.5642115545894058
1275,mauve,290,0.32575067341783015
1276,max,2,0.03982326329463344
1278,mead,1695,0.4271869153890252
1279,meal,6530,0.5046749302473671
1280,mean,151695,0.6853907777680494
1281,meant,36603,0.6037077001900475
1282,meat,14863,0.5519280375761441
1283,meek,1500,0.4201651671893243
1284,meet,48217,0.6195406329614206
1287,men,98323,0.6604784316915723
1288,mend,359,0.3380134884696658
1289,mere,9456,0.5259464086084241
1290,merge,3685,0.47180407707300875
1291,mesh,1957,0.43544460683810404
1292,mess,13192,0.5450759656540936
1293,met,33946,0.5993781025918866
1294,mew,137,0.28266680051349247
1295,mice,4183,0.47908669178102903
1296,mid,2,0.03982326329463344
1297,midst,2426,0.4477872615866583
1298,mig,2,0.03982326329463344
1299,might,277740,0.7201390215183316
1300,mike,2,0.03982326329463344
1301,mil,2,0.03982326329463344
1302,mild,5335,0.49306267690872957
1303,mile,9659,0.5271667446645232
1304,milk,15197,0.5532048195529462
1305,mill,4855,0.4876460370846273
1306,mime,9920,0.5286985977235448
1307,mince,278,0.3233227280126819
1308,mind,131158,0.6770331600501163
1309,mine,89232,0.6549044587585499
1310,mink,584,0.36596880303976753
1311,mint,84437,0.6517311079878065
1312,mirth,377,0.3408242414507425
1313,miss,30938,0.5940472948794355
1314,mist,3268,0.46490443244653945
1315,mite,473,0.35385742623166416
1316,mitt,165,0.2933509890510183
1317,mix,19761,0.568292635536307
1318,moan,2143,0.4406609801959092
1319,mob,7531,0.5128689033110795
1320,mock,1818,0.43121173020028836
1321,mode,65880,0.6374729952179042
1322,moist,1793,0.43041619236540285
1324,mole,1538,0.42160250833410506
1325,moll,388,0.3424765934253174
1326,mom,15797,0.5554295083180979
1328,moon,30691,0.5935867674126218
1329,moose,3477,0.46846602932780085
1330,moot,2410,0.4474070926265225
1331,mop,725,0.37839416399710274
1332,more,1076713,0.797986606829195
1333,mosk,2,0.03982326329463344
1334,moss,3717,0.47230083520234556
1335,most,495367,0.7533820000885376
1337,mould,915,0.3917664473773254
1338,mount,18147,0.5633973652988007
1339,mourn,573,0.3648763222935526
1340,mouse,37840,0.605617233284104
1341,mouth,34159,0.5997374739012344
1342,move,80093,0.6486966086755085
1343,much,483900,0.7520364188477012
1344,muck,1237,0.40908964065540765
1345,mud,11447,0.5369243924019643
1346,muff,350,0.3365548052650306
1347,mug,1644,0.4254317060810986
1348,mulch,353,0.33704515951732567
1349,mule,1490,0.4197808659272335
1350,mum,1452,0.41829661796515216
1351,munch,1221,0.40834166817766826
1352,muse,1303,0.41207605023366406
1353,mush,2551,0.45067378505773215
1354,must,306096,0.7257242032798241
1355,mute,1379,0.41533301067413625
1356,myth,8164,0.5175057145083262
1357,nab,321,0.3315855937698711
1358,nail,4605,0.4846087112446557
1359,name,297697,0.7241257170422944
1360,nap,1646,0.4255015575480218
1361,naught,469,0.3533695012229148
1362,near,78064,0.6472224004298588
1363,neat,11903,0.539168659573739
1364,neck,14843,0.5518506756517544
1365,need,415852,0.7433295095962567
1366,nerve,4198,0.4792923458288009
1367,nest,2560,0.450876123525607
1368,net,117271,0.6706033152759922
1369,news,149046,0.6843786346405261
1370,newt,8880,0.5223356190313351
1371,next,188011,0.6977217939317703
1372,nice,113121,0.6685333214091097
1373,niche,2474,0.4489129039500411
1374,nick,17833,0.5623945501295717
1375,niece,671,0.3739471707238532
1376,night,97526,0.6600108249754695
1377,nil,4760,0.48651068691453425
1378,nine,14717,0.5513608854132158
1379,ninth,1916,0.43422815767632555
1381,nix,1081,0.40134485313943963
1382,nod,2135,0.4404461026215713
1383,node,8030,0.5165548865231797
1384,noise,20805,0.5712504818324939
1385,non,2,0.03982326329463344
1386,nonce,2,0.03982326329463344
1387,none,90592,0.6557735010562425
1388,nook,239,0.31463829915004743
1389,noon,4850,0.48758683787849605
1390,noose,311,0.3297673146614155
1392,nor,54813,0.6269069891431505
1393,norm,6409,0.5036003503848853
1395,nose,13921,0.548166232784537
1396,not,2605566,0.8487597961151394
1397,notch,2066,0.43855864657616445
1398,note,131659,0.6772522014357472
1399,noun,1525,0.42111482227289226
1400,nude,6498,0.5043926929000748
1401,nudge,823,0.38567829425338834
1402,numb,1273,0.4107378028247111
1403,nun,1949,0.4352092646781346
1404,nurse,6642,0.5056519833025876
1405,nut,4433,0.482421705482063
1406,nymph,453,0.3513752767456044
1407,oft,723,0.3782354544363222
1408,old,238323,0.7113453767857885
1409,once,188864,0.6979818660668536
1410,one,1428620,0.8142340393200161
1412,orb,8505,0.5198566829881874
1413,ounce,2262,0.4437658837237152
1414,oust,207,0.306379756762324
1415,pace,7204,0.5103184915505787
1416,pack,30420,0.593077208822755
1417,pact,1368,0.4148728836649602
1419,page,157110,0.6874058936995223
1420,paid,50046,0.6216796548474408
1421,pail,498,0.3568165160611715
1422,pain,36598,0.6036998515507452
1423,paint,15966,0.5560408875303942
1424,pair,23221,0.5775624616596504
1425,pal,12347,0.5412727342212327
1426,pale,5426,0.4940343954586734
1427,pall,162,0.2922967792079904
1428,palm,5992,0.4997350388980173
1429,pan,10049,0.5294409000377308
1430,pane,971,0.39517928321072127
1431,pang,730,0.3787890303244067
1432,pant,538,0.36125523413144994
1433,pap,1831,0.43162109708326507
1434,par,9476,0.526067796408635
1435,pare,731,0.37886767896703394
1436,park,46462,0.6174104613812857
1438,pass,48576,0.6199668137505584
1439,past,89392,0.6550073839463549
1440,paste,6658,0.5057902157288924
1441,pat,17027,0.5597373366578338
1442,patch,25240,0.5823524757646276
1443,pate,474,0.35397876275927087
1445,pause,4819,0.4872184350113783
1446,pave,751,0.3804184566368192
1447,pawn,1544,0.4218262055322196
1448,peace,40410,0.6093924891117436
1449,peach,1814,0.43108518207761093
1450,peak,8421,0.5192864269470352
1451,peal,206,0.30610153430835607
1452,pear,973,0.39529749894063354
1453,pearl,10740,0.5332616255880385
1454,peat,652,0.3722968627558967
1456,peel,2815,0.45633155665100267
1457,peep,624,0.3697750173583249
1458,peer,4090,0.47779493842430554
1459,peg,1352,0.4141969602868041
1460,pelt,389,0.34262447722502987
1461,pen,7904,0.5156462374990005
1462,perch,771,0.3819284732388682
1463,perk,312,0.3299517540636914
1464,pert,336,0.3342094663794581
1465,pest,1077,0.401131867448005
1466,pet,14819,0.551757703627743
1467,pew,278,0.3233227280126819
1468,phase,16744,0.5587744081135828
1469,phone,141621,0.6814427661366442
1470,phrase,12899,0.5437855294683531
1471,pick,45299,0.6159540427944138
1472,piece,46131,0.6169996967250942
1473,pier,1152,0.4049996010191126
1474,pierce,4991,0.48923329711006863
1476,pike,2434,0.44797640685862183
1477,pile,5668,0.4965412981829211
1478,pill,2807,0.456168047968696
1479,pimp,990,0.396292631323991
1480,pin,24744,0.5812122094258464
1481,pinch,1994,0.4365206972708986
1482,pine,7922,0.5157769276653519
1483,pink,13068,0.5445333759218307
1484,pint,1472,0.4190825785734461
1485,pip,846,0.38726187558510605
1486,pipe,12207,0.5406175674386623
1487,piss,6981,0.5085119303263175
1488,pit,15284,0.5535327884058144
1489,pitch,8754,0.5215145711597656
1490,pith,115,0.27260975267955156
1491,place,195201,0.6998779596625666
1492,plaid,779,0.3825215399189786
1493,plain,23528,0.5783170562249343
1494,plan,63174,0.6350633041885438
1495,plane,18679,0.565057444000841
1497,plant,25227,0.58232287675004
1498,plate,10421,0.5315293029648092
1499,play,149548,0.6845718156492246
1500,plea,1988,0.43634755954730053
1501,plead,1028,0.3984566208497958
1502,please,580706,0.762513879644638
1503,pleat,43,0.21609157003289117
1504,pledge,2601,0.45178897582496397
1505,plight,1349,0.41406933455982997
1506,plod,137,0.28266680051349247
1507,plot,17286,0.5606046793061935
1508,plough,308,0.329210417010625
1509,plow,765,0.3814796207647273
1510,pluck,534,0.36082647972020754
1511,plug,15794,0.5554185964461141
1512,plum,827,0.38595685394801493
1513,plumb,342,0.33522635707569337
1514,plume,579,0.36547479462665855
1515,plump,500,0.357046788210985
1516,plunge,1427,0.41729880156018917
1518,plush,697,0.3761313130287399
1519,poach,48,0.222411432156873
1520,pod,4310,0.4808050604682297
1521,point,256290,0.7155212043046435
1522,poise,233,0.31317755543657566
1523,poke,2585,0.4514344644064732
1524,pole,5732,0.497186389305069
1525,poll,7923,0.5157841795207692
1526,pomp,141,0.2843202333121334
1527,pond,3606,0.47055899388343114
1528,pons,2,0.03982326329463344
1529,pool,16202,0.5568839060485619
1530,poor,53484,0.625496818279599
1531,pop,22984,0.5769730692209468
1532,pope,2,0.03982326329463344
1533,porch,1682,0.4267445757932148
1534,pore,417,0.3466178436963877
1535,pork,2769,0.4553849629152396
1536,port,62055,0.6340365225047208
1537,pose,4367,0.48155989695590296
1538,posh,315,0.33050154605316967
1539,post,275953,0.7197681714125967
1540,pot,13163,0.5449495279700112
1541,pouch,833,0.386372177379313
1542,pound,7613,0.5134910873640017
1543,pour,11350,0.5364354721400467
1544,pout,336,0.3342094663794581
1546,prank,1116,0.40317554862778343
1547,pray,9584,0.5267188951967778
1548,preach,2492,0.4493293982590868
1549,prep,2178,0.441591733648858
1550,press,77899,0.6471008367311123
1551,prey,3686,0.47181966595506536
1552,price,153718,0.6861519029576195
1553,prick,3226,0.46416126882691644
1554,pride,8229,0.517961330095658
1555,priest,14419,0.5501856013155221
1556,prim,220,0.309879136661946
1557,prime,22013,0.5744931103687472
1558,prince,11049,0.5348912655921307
1559,print,61835,0.6338324764207989
1560,prize,8219,0.5178914701351204
1561,pro,42952,0.6128974523310192
1562,probe,6037,0.5001648982648336
1563,prod,1750,0.4290215591389367
1564,prompt,14841,0.5518429337268718
1565,prone,3803,0.4736149730542385
1566,proof,28840,0.5900128489941141
1567,prop,3336,0.466087633580288
1568,prose,2062,0.43844730385824027
1569,proud,16650,0.55845096199968
1570,prove,31647,0.5953490699131899
1571,prow,67,0.24157146700032966
1572,prowl,380,0.3412796162875544
1573,pry,1110,0.40286582914743474
1574,psalm,2,0.03982326329463344
1575,pub,102711,0.6629868933571212
1576,puck,2020,0.43726498941214936
1577,puff,1198,0.4072491053128775
1578,puke,1279,0.41100795766951076
1579,pull,28192,0.5887072299579322
1580,pulp,4303,0.4807116737598081
1581,pulse,5498,0.4947917486741332
1582,pump,10592,0.5324644050315235
1583,pun,4012,0.4766886785464916
1584,punch,9483,0.5261102216198323
1585,punk,6663,0.505833345244068
1586,punt,502,0.357276141108253
1587,pup,1766,0.42954445534875263
1588,pure,21174,0.5722605410654107
1589,purge,2889,0.4578223517265496
1590,purse,1864,0.432647345320476
1592,push,19349,0.5670821298170753
1593,put,224209,0.7078379827460897
1594,putt,717,0.37775667812838665
1595,pyre,148,0.2871039595898229
1596,quack,630,0.3703248093478031
1597,quaint,872,0.3890009762761027
1598,quake,3999,0.4765022130930685
1599,quart,1101,0.40239809664981874
1600,quartz,686,0.37521736596238875
1601,queen,17475,0.561229442162727
1603,quell,260,0.3194768656646248
1604,quench,245,0.3160628223190763
1606,queue,5939,0.4992246005900434
1607,quick,37675,0.6053661644600776
1608,quill,432,0.3486481901135515
1609,quince,2,0.03982326329463344
1610,quirk,1137,0.4042466043364846
1611,quit,16825,0.5590516691468903
1612,quite,155013,0.6866338878832902
1614,quo,2,0.03982326329463344
1615,quote,34047,0.5995487889725201
1616,race,46407,0.6173424105631413
1617,rack,11657,0.5379688371224641
1618,raft,843,0.3870577800792934
1620,rage,6291,0.5025326923715935
1621,raid,6764,0.5066976998608831
1622,rail,7341,0.5114008249617835
1623,rain,17803,0.5622978173233542
1625,rake,921,0.39214195737074964
1626,ram,65792,0.6373962006175965
1627,ramp,2795,0.4559219091082491
1628,ran,30988,0.5941400714788477
1629,ranch,3655,0.47133443284093995
1630,rang,1732,0.4284275556625001
1631,range,58186,0.6303379215165501
1632,rank,9514,0.5262977290304116
1633,rant,2864,0.4573230193250601
1635,rape,12686,0.5428288959452507
1636,rapt,134,0.2813947302949631
1637,rare,36260,0.603166781908899
1638,rash,2287,0.44439737858952055
1639,rasp,124,0.27693879067110494
1640,rat,7401,0.5118684940029263
1641,rate,87419,0.6537251206488045
1642,rave,2966,0.45933358060804014
1643,reach,34162,0.5997425194501436
1644,read,289584,0.7225382506692158
1645,real,197765,0.7006276994996546
1646,realm,7246,0.5106524743080675
1647,ream,338,0.3345504336975372
1648,reap,1435,0.4176199921910883
1649,rear,15897,0.5557920565298602
1650,red,103821,0.6636044562451175
1651,reed,6654,0.5057556887900726
1652,reef,2983,0.45966193854198883
1653,reek,162,0.2922967792079904
1654,reel,2754,0.45507288814213315
1655,ref,5667,0.4965311609399363
1656,reign,2830,0.4566368868176401
1657,rein,793,0.383544899726532
1658,rent,10741,0.5332669747640087
1659,rest,78612,0.6476243034168851
1660,rev,18431,0.5642895370978724
1661,rhyme,1632,0.4250108043856492
1662,rib,1207,0.4076791076695913
1663,rice,16537,0.5580597127602598
1665,ride,23595,0.5784804304512432
1666,ridge,7148,0.5098701394744674
1667,rift,1867,0.43273973798225396
1668,rig,3195,0.46360651056603314
1669,right,388386,0.7394037731946386
1670,rile,164,0.29300173068386404
1671,rim,3713,0.4722389748200923
1672,rind,409,0.34550492125576604
1673,ring,44169,0.6145026826627219
1674,rink,2017,0.43717960001154044
1675,rinse,1703,0.42745744125420876
1676,rip,8028,0.5165405751955513
1677,ripe,1288,0.41141082291213094
1678,rise,14755,0.5515090401729591
1679,risk,36286,0.6032079633248312
1680,rite,2045,0.437971675129672
1681,roach,810,0.3847635330818964
1682,road,66724,0.6382043583541521
1683,roam,1101,0.40239809664981874
1684,roar,1518,0.42085049727739116
1685,roast,1486,0.4196264227577048
1686,rob,21936,0.5742917919309898
1687,robe,1643,0.4253967484746248
1688,rock,44287,0.6146559664944251
1689,rod,19567,0.5677258160513204
1691,role,32943,0.5976549641826858
1692,roll,21722,0.5737285502384083
1693,romp,420,0.34702969366409725
1694,roof,5628,0.49613440679052095
1695,rook,639,0.371139756692127
1696,room,85140,0.6522074646515156
1697,roost,260,0.3194768656646248
1698,root,27386,0.587040735185323
1699,rope,6360,0.5031594071289324
1700,rose,19328,0.5670197408296992
1701,rot,2379,0.44666327870487127
1702,rouge,2060,0.43839155147689557
1704,round,47082,0.6181720553430212
1705,rouse,539,0.3613619246439433
1706,rout,306,0.32883613018545466
1707,route,17657,0.5618247118652653
1708,rove,41,0.21335520409459716
1709,rub,4233,0.47976936170068085
1710,rude,7348,0.5114555829169491
1712,rule,45325,0.6159870091935383
1713,rum,959,0.39446483473607763
1714,rump,849,0.38746524862743986
1715,run,223340,0.7076148716802373
1716,rung,565,0.364068536410686
1717,ruse,913,0.3916407299869718
1718,rush,27951,0.5882139817972434
1719,rust,4190,0.4791827552863357
1720,rut,426,0.3478446410084212
1721,sack,2222,0.44274082844238294
1722,sad,17185,0.5602680048913775
1723,safe,33171,0.5980512280876873
1724,sag,871,0.38893505220178154
1725,sage,4768,0.48660716523186115
1726,said,352359,0.7338107896697856
1727,sail,3554,0.46972446891138375
1728,saint,6330,0.5028877620627455
1729,sake,11450,0.536939447516118
1730,sale,95393,0.6587403242104581
1731,salt,15260,0.5534425010779603
1732,salve,1854,0.4323382922650345
1733,same,401467,0.7413069352215975
1734,sand,10085,0.5296463538854465
1735,sane,3944,0.4757065550673337
1736,sang,5222,0.49183270302967447
1737,sank,1117,0.4032270066020852
1738,sap,3704,0.47209954494979783
1739,sash,309,0.32939664999206186
1740,sat,33314,0.5982983745588639
1741,sauce,5759,0.49745637957838856
1742,save,62634,0.6345700968290648
1743,sax,1525,0.42111482227289226
1744,scald,117,0.27360034315813037
1746,scalp,1317,0.41269005572842593
1747,scan,14018,0.5485651694941545
1748,scant,593,0.3668474529944573
1749,scar,1740,0.42869231569080285
1750,scarce,1892,0.43350395282093107
1751,scare,4296,0.4806181350087658
1752,scarf,828,0.38602628335159084
